#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Mayor of the Palace
Mod.DESC812;"For years, you have wisely ruled the realm for [Root.Liege.GetTitledFirstName] while [Root.Liege.GetSheHe] was unable. But now it is time the [Root.Liege.GetOnlyDynastyName]s wore the crown both in word and and in deed once again, for the good of all.";;;;;;;;;;;;;x
Mod.812EVTOPTA;Very well;;;;;;;;;;;;;x
Mod.812EVTOPTA_TT;The Regency of the Mayoralty Palatine will be ended.;;;;;;;;;;;;;x
Mod.812EVTOPTB;You are not yet ready;;;;;;;;;;;;;x
Mod.812EVTOPTB_TT;You convince [Root.Liege.GetTitledFirstName] to back down, for now.;;;;;;;;;;;;;x
Mod.812EVTOPTC;A gradual return to power would be prudent;;;;;;;;;;;;;x
Mod.812EVTOPTC_TT;The Mayoral Regency is ended, but the council is fully empowered.;;;;;;;;;;;;;x
Mod.DESC816;After an amicable and productive discussion, [From.GetTitledFirstName] has agreed that [GetFullBaseName] should once again be [From.Liege.GetTitledFirstName]'s to rule in truth.;;;;;;;;;;;;;x
Mod.816EVTOPTA;Long live [From.Liege.GetTitledFirstName]!;;;;;;;;;;;;;x
Mod.816EVTOPTA_TT;[Root.Liege.GetTitledFirstName] will owe you a favor;;;;;;;;;;;;;x
Mod.DESC817;"[Root.GetFOA], I know you long to do good for the realm, so would it not be better that a wise and experienced leader rule, for the good of all?";;;;;;;;;;;;;x
Mod.DESC818;In order to effect a less disruptive transition, [From.GetTitledName] has suggested that the Council be given a large degree of authority until [From.GetLiege.GetTitledFirstName] can learn the ropes.;;;;;;;;;;;;;x
Mod.818EVTOPTA;An acceptable solution;;;;;;;;;;;;;x
Mod.DESC813;"You power-grabbing Mayors have ruled long enough! I challenge you to a duel for [GetLiege.GetTitledFirstName]'s right to the realm, if you dare fight me!;;;;;;;;;;;;;x
Mod.813EVTOPTA;A duel it is then!;;;;;;;;;;;;;x
Mod.813EVTOPTA_TT;You accept the challenge.;;;;;;;;;;;;;x
Mod.813EVTOPTB;Eek! No need for that...;;;;;;;;;;;;;x
Mod.813EVTOPTB_TT;You forfeit the kingdom to [GetLiege.GetTitledFirstName];;;;;;;;;;;;;x
Mod.813EVTOPTC;How about a challenge of true skill?;;;;;;;;;;;;;x
Mod.813EVTOPTC_TT;You suggest a board game.;;;;;;;;;;;;;x
Mod.DESC819;After a hard-fought contest, the duel has resulted in...;;;;;;;;;;;;;x
Mod.819EVTOPTA;Victory for me and for [From.GetLiege.GetTitledFirstName]!;;;;;;;;;;;;;x
Mod.819EVTOPTB;Utter defeat.;;;;;;;;;;;;;x
Mod.DESC820;After a hard-fought game, the contest of minds has resulted in...;;;;;;;;;;;;;x
Mod.820EVTOPTA;Victory for me and for [From.GetLiege.GetTitledFirstName]!;;;;;;;;;;;;;x
Mod.820EVTOPTB;Naught but ignominy.;;;;;;;;;;;;;x
Mod.DESC814;A creeping shadow, a muffled footfall, a trick of the light... Is that [From.GetTitledFirstName]?! What is it that glints in his hand?!;;;;;;;;;;;;;x
Mod.814EVTOPTA;Too late...;;;;;;;;;;;;;x
Mod.814EVTOPTB;I keep a knife under my pillow for a reason!;;;;;;;;;;;;;x
Mod.814EVTOPTC;I knew I heard something earlier...;;;;;;;;;;;;;x
Mod.814EVTOPTC_TT;From a safe perch in the rafters, you observe [From.GetTitledFirstName] killing a pillow.;;;;;;;;;;;;;x
Mod.DESC821;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. A swift stroke of my blade and the faint gurgle of spilt blood is all it takes to free [From.GetLiege.GetBaseName] from his iron grip.;;;;;;;;;;;;;x
Mod.821EVTOPTA;Long live [From.GetLiege.GetTitledFirstName]!;;;;;;;;;;;;;x
Mod.821EVTOPTA_TT;[From.GetTitledName] dies!;;;;;;;;;;;;;x
Mod.DESC822;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. My blade finds...steel?! We struggle in the eerie gloom... But [From.GetSheHe]'s too good with a blade. I have to escape before my life is ended instead of [From.GetHersHis]!;;;;;;;;;;;;;x
Mod.822EVTOPTA;Aargh!;;;;;;;;;;;;;x
Mod.DESC823;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. My blade finds...steel?! We struggle in the eerie gloom. Our blades slice through each other's soft flesh at the same moment.;;;;;;;;;;;;;x
Mod.823EVTOPTA;At least [From.GetLiege.GetBaseName] is free of [From.GetHerHim]!;;;;;;;;;;;;;x
Mod.DESC824;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. Sharp steel slices swift and sure through bedding and...more bedding. Where is [From.GetTitledFirstName]? Does [From.GetSheHe] know? Or was [From.GetSheHe] just lucky this night?;;;;;;;;;;;;;x
Mod.824EVTOPTA;Either way, I must leave before I'm discovered;;;;;;;;;;;;;x
Mod.DESC815;A supporter of your nominal liege, [GetLiege.GetTitledFirstName], demands that [GetLiege.GetHerHis] throne be returned to [GetLiege.GetHerHim] with all its trappings and responsibilities, as a divine right.;;;;;;;;;;;;;x
Mod.815EVTOPTA;It is the will of [From.GetHighGodName];;;;;;;;;;;;;x
Mod.815EVTOPTB;Religion does not rule in this realm!;;;;;;;;;;;;;x
Mod.815EVTOPTC;According to [Root.Religion.GetScriptureName], that is debatable...;;;;;;;;;;;;;x
Mod.815EVTOPTC_TT;You refuse, with good theological backing.;;;;;;;;;;;;;x
Mod.DESC825;"Your sad devotion to that ancient religion has not helped you conjure up a whit of justification for your claims. No religious nut is going to rule [From.GetBaseName]!";;;;;;;;;;;;;x
Mod.825EVTOPTA;May [Root.GetHighGodName] rebuke you for your blasphemy!;;;;;;;;;;;;;x
Mod.DESC826;After a deep theological discussion of the principles of [Root.Religion.GetScriptureName], [From.GetTitledFirstName] has convinced you that the current partition of power is truly the best form of government in the eyes of [Root.GetHighGodName].;;;;;;;;;;;;;x
Mod.826EVTOPTA;[From.GetSheHe] has shown me the light;;;;;;;;;;;;;x
Mod.DESC830;Due to the efforts of one of our loyal vassals, [From.GetTitledName], our royal authority and regency has been restored!;;;;;;;;;;;;;x
Mod.830EVTOPTA;Excellent;;;;;;;;;;;;;x
Mod.DESC831;Due to the efforts of one of our loyal vassals, [From.GetTitledName], our royal authority and regency has been restored, at least in part.;;;;;;;;;;;;;x
Mod.831EVTOPTA;Very good;;;;;;;;;;;;;x
Mod.DESC629;For years [Root.Regent.GetTitledName] has held our power and ruled in our stead. But now, perhaps it is time for the true ruler to take back control...;;;;;;;;;;;;;x
Mod.DESC631;For years [Root.Regent.GetTitledName] has ruled in our stead. But now that We have reached adulthood, perhaps it is time for the true ruler to take back control...;;;;;;;;;;;;;x
Mod.631EVTOPTA;...Or perhaps not.;;;;;;;;;;;;;x
Mod.631EVTOPTB;Persuade [Root.Regent.GetHerHim] to step aside;;;;;;;;;;;;;x
Mod.631EVTOPTC;Challenge [Root.Regent.GetHerHim] to duel for the throne!;;;;;;;;;;;;;x
Mod.631EVTOPTD;Let's kill [Root.Regent.GetHerHim] in [Root.Regent.GetHerHis] sleep!;;;;;;;;;;;;;x
Mod.631EVTOPTE;It is Our Divine Right!;;;;;;;;;;;;;x
Mod.631EVTOPTF;I'd be a much better ruler;;;;;;;;;;;;;x
Mod.DESC632;"For years, you have wisely ruled Our realm for Us while We were unable. But now it is time the [From.GetOnlyDynastyName]s wore the crown both in word and and in deed once again, for the good of all.";;;;;;;;;;;;;x
Mod.632EVTOPTA;Very well;;;;;;;;;;;;;x
Mod.632EVTOPTA_TT;The Regency of the Mayoralty Palatine will be ended.;;;;;;;;;;;;;x
Mod.632EVTOPTB;You are not yet ready;;;;;;;;;;;;;x
Mod.632EVTOPTB_TT;You convince [From.GetTitledFirstName] to back down, for now.;;;;;;;;;;;;;x
Mod.632EVTOPTC;A gradual return to power would be prudent;;;;;;;;;;;;;x
Mod.632EVTOPTC_TT;The Mayoral Regency is ended, but the council is fully empowered.;;;;;;;;;;;;;x
Mod.DESC636;After an amicable and productive discussion, [From.GetTitledFirstName] has agreed that [GetFullBaseName] should once again be Ours to rule in truth.;;;;;;;;;;;;;x
Mod.636EVTOPTA;Long live [Root.GetTitledFirstName]!;;;;;;;;;;;;;x
Mod.DESC637;"[Root.GetFOA], I know you long to do good for the realm. But would it not be better that a wise and experienced leader rule while you are yet so young?";;;;;;;;;;;;;x
Mod.637EVTOPTA;I guess it would be wiser to wait...;;;;;;;;;;;;;x
Mod.DESC638;In order to effect a less disruptive transition, [From.GetTitledName] has suggested that the Council be given a large degree of authority until We can learn the ropes.;;;;;;;;;;;;;x
Mod.638EVTOPTA;Very well.;;;;;;;;;;;;;x
Mod.DESC633;"You power-grabbing Mayors have ruled long enough! I challenge you to a duel for the realm, if you dare fight me!;;;;;;;;;;;;;x
Mod.633EVTOPTA;A duel it is then!;;;;;;;;;;;;;x
Mod.633EVTOPTA_TT;You accept the challenge.;;;;;;;;;;;;;x
Mod.633EVTOPTB;Eek! No need for that...;;;;;;;;;;;;;x
Mod.633EVTOPTB_TT;You forfeit the kingdom to [Root.GetTitledFirstName];;;;;;;;;;;;;x
Mod.633EVTOPTC;How about a challenge of true skill?;;;;;;;;;;;;;x
Mod.633EVTOPTC_TT;You suggest a board game.;;;;;;;;;;;;;x
Mod.DESC639;After a hard-fought contest, the duel has resulted in...;;;;;;;;;;;;;x
Mod.639EVTOPTA;Victory for me and for [Root.GetName]!;;;;;;;;;;;;;x
Mod.639EVTOPTB;Utter defeat.;;;;;;;;;;;;;x
Mod.DESC640;After a hard-fought game, the contest of minds has resulted in...;;;;;;;;;;;;;x
Mod.640EVTOPTA;Victory for me and for [Root.GetName]!;;;;;;;;;;;;;x
Mod.640EVTOPTB;Naught but ignominy.;;;;;;;;;;;;;x
Mod.DESC634;A creeping shadow, a muffled footfall, a trick of the light... Is that [From.GetTitledFirstName]?! What is it that glints in his hand?!;;;;;;;;;;;;;x
Mod.634EVTOPTA;Too late...;;;;;;;;;;;;;x
Mod.634EVTOPTB;I keep a knife under my pillow for a reason!;;;;;;;;;;;;;x
Mod.634EVTOPTC;I knew I heard something earlier...;;;;;;;;;;;;;x
Mod.634EVTOPTC_TT;From a safe perch in the rafters, you observe [From.GetTitledFirstName] killing a pillow.;;;;;;;;;;;;;x
Mod.DESC641;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. A swift stroke of my blade and the faint gurgle of spilt blood is all it takes to free [Root.GetBaseName] from his iron grip.;;;;;;;;;;;;;x
Mod.641EVTOPTA;Long live [Root.GetTitledFirstName]!;;;;;;;;;;;;;x
Mod.641EVTOPTA_TT;[From.GetTitledName] dies!;;;;;;;;;;;;;x
Mod.DESC642;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. My blade finds...steel?! We struggle in the eerie gloom... But [From.GetSheHe]'s too good with a blade. I have to escape before my life is ended instead of [From.GetHersHis]!;;;;;;;;;;;;;x
Mod.642EVTOPTA;Aargh!;;;;;;;;;;;;;x
Mod.DESC643;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. My blade finds...steel?! We struggle in the eerie gloom. Our blades slice through each other's soft flesh at the same moment.;;;;;;;;;;;;;x
Mod.643EVTOPTA;At least [Root.GetBaseName] is free of [From.GetHerHim]!;;;;;;;;;;;;;x
Mod.DESC644;As everyone sleeps, I creep silently toward [From.GetTitledFirstName]'s bedchamber. Sharp steel slices swift and sure through bedding and...more bedding. Where is [From.GetTitledFirstName]? Does [From.GetSheHe] know? Or was [From.GetSheHe] just lucky this night?;;;;;;;;;;;;;x
Mod.644EVTOPTA;Either way, I must leave before I'm discovered;;;;;;;;;;;;;x
Mod.DESC635;Your nominal liege, [From.GetTitledFirstName], has come to you to demand his throne be returned to him with all its trappings and responsibilities. He claims it is his divine right.;;;;;;;;;;;;;x
Mod.635EVTOPTA;It is the will of [From.GetHighGodName];;;;;;;;;;;;;x
Mod.635EVTOPTB;Religion does not rule in this realm!;;;;;;;;;;;;;x
Mod.635EVTOPTC;According to [Root.Religion.GetScriptureName], that is debatable...;;;;;;;;;;;;;x
Mod.635EVTOPTC_TT;You refuse, with good theological backing.;;;;;;;;;;;;;x
Mod.DESC645;"Your sad devotion to that ancient religion has not helped you conjure up a whit of justification for your claims. If anything, it makes me less confident in your ability to lead. No religious nut is going to rule [From.GetBaseName]!";;;;;;;;;;;;;x
Mod.645EVTOPTA;May [Root.GetHighGodName] rebuke you for your blasphemy!;;;;;;;;;;;;;x
Mod.DESC646;After a deep theological discussion of the principles of [Root.Religion.GetScriptureName], [From.GetTitledFirstName] has convinced you that the current partition of power is truly the best form of government in the eyes of [Root.GetHighGodName].;;;;;;;;;;;;;x
Mod.646EVTOPTA;[From.GetSheHe] has shown me the light;;;;;;;;;;;;;x
Mod.DESC671;You have skillfully ruled as Mayor Palatine for years now, while the dynastic ruler eats and drinks and makes merry. You might have enough political capital built up to try to make your heir Mayor after you die, without anyone making too big a stink...;;;;;;;;;;;;;x
Mod.671EVTOPTA;Not a good a idea right now;;;;;;;;;;;;;x
Mod.671EVTOPTB;The [Root.GetLastWordInDynastyName]s! Long may they reign!
faction_claimant_split_realm_short;Create Junior Realm;;;;;;;;;;;;;x
faction_claimant_split_realm_title;[New.GetTitledFirstName] for [This.GetName];;;;;;;;;;;;;x
faction_claimant_split_realm_desc;Members seek to install §Y[New.GetTitledName]§! on the throne of §Y[This.GetName]§!, in the Frankish tradition of splitting off realms to potential heirs. When sufficiently powerful, §Y[From.GetTitledName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;;;;;;;;;;;;;x
faction_claimant_split_realm_ultimatum;Demand Installation of Claimant;Demander l'intronisation [Root.SupportedClaimant.GetDuDela] prétendant[Root.SupportedClaimant.GetNoneE];Einsetzung eines Anspruchstellers fordern;;Reclamar la instalación del demandante;;;;;;;;;x
faction_claimant_split_realm_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the installation of §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. If [Root.Liege.GetSubjectPronoun] refuses to comply, the Faction will rise in revolt.;Présentez un ultimatum [Root.Liege.Get_au_Title]§Y[Root.Liege.GetBestName]§! pour exiger l'intronisation [Root.SupportedClaimant.Get_du_Title]§Y[Root.SupportedClaimant.GetBestName]§! sur le trône de §Y[Root.SupportedClaimantTitle.GetName]§!. [Root.Liege.GetSilSielleCap] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert die Einsetzung von §Y[Root.SupportedClaimant.GetBestName]§! auf dem Thron von §Y[Root.SupportedClaimantTitle.GetName]§!. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando que se instale a §Y[Root.SupportedClaimant.GetBestName]§! en el trono de §Y[Root.SupportedClaimantTitle.GetName]§!. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se suble;;;;;;;;;x
Mod.DESC800;[Root.GetFirstName], I you flout our hallowed traditions! [From.SupportedClaimant.GetTitledName] has the right to rule [From.SupportedClaimantTitle.GetName], as I and other nobles have the right to be ruled by our own king. Relinquish the title or there will be war!\n\nSigned,\n[From.GetTitledName];
Mod.DESC611;I proceed toward the prelate who my rightful crown, with my future subjects all around, and feel proud and perhaps a bit apprehensive at my great responsibility. I will not fail them! Lost in my thoughts, I start to ascend the steps...and promptly stumble and fall, bringing priest crown and all rolling to the floor! I can't tell if my vassals are laughing or angry at my apparent mockery of our tradition.;;;;;;;;;;;;;x
Mod.611EVTOPTA;Those steps are just too darn small...;;;;;;;;;;;;;x
# Misc
khagan_overthrow_execution_warning_tooltip;You surrender and submit yourself to the mercy of [From.GetTitledName]. [From.GetSheHeCap] may or may not spare your life...\n;;;;;;;;;;;;;x
e_dummy;Imperium Nullius;;;;;;;;;;;;x
k_dummy;Regnum Nullius;;;;;;;;;;;;x
k_gokturk;Göktürks;;;;;;;;;;;;x
k_gokturk_adj;Göktürk;;;;;;;;;;;;x
d_alzek;Alzek's Host;;;;;;;;;;;;x
d_alzek_adj;Alzek's;;;;;;;;;;;;x
deaf;Deaf;;;;;;;;;;;;x
deaf_desc;The character has been completely deaf since birth.;;;;;;;;;;;;x
giant;Giant;;;;;;;;;;;;x
giant_desc;This character is extraordinarily tall, and is called a giant.;;;;;;;;;;;;x
clumsy_giant;Clumsy Giant;;;;;;;;;;;;x
clumsy_giant_opinion;Clumsy Giant;;;;;;;;;;;;
Mod.DESC10;The servant fills my tiny goblet of wine, and I duly try to pick it up to drink. But these little goblets are just too small for me, and I end up spilling wine all over [From.GetTitledFirstName]!;;;;;;;;;;;;x
Mod.10EVTOPTA;I'm so sorry!;;;;;;;;;;;;x
K_GALLIA;Gallia;;;;;;;;;;;;x
K_GALLIA_ADJ;Gallian;;;;;;;;;;;;x
# Visigothic Kingdom stuff
hispanic_roman;Hispanian;;;;;;;;;;;;x
visigothic_german;Visigothic;;;;;;;;;;;;x
visigothic;Visigothic;;;;;;;;;;;;x
eliminate_claimants;Eliminate Title Claimants;;;;;;;;;;;;x
eliminate_claimants_tooltip;Under Visigothic law, new rulers such as [Root.GetTitledName] may eliminate imminent threats to the security and safety of the realm.;;;;;;;;;;;;x
k_septimania;Septimania;;;;;;;;;;;;x
k_septimania_adj;Septimanian;;;;;;;;;;;;x
d_septimania;Narbonensis;;;;;;;;;;;;x
d_septimania_adj;Narbonene;;;;;;;;;;;;x
k_andalusia;Hispania;;;;;;;;;;;;x
k_andalusia_adj;Hispanian;;;;;;;;;;;;x
k_asturias;Cantabria;;;;;;;;;;;;x
k_asturias_adj;Cantabrian;;;;;;;;;;;;x
d_aragon;Tarragona;;;;;;;;;;;;x
d_aragon_adj;Tarragonian;;;;;;;;;;;;x
d_algarve;Lacobriga;;;;;;;;;;;;x
d_algarve_adj;Lacobrigian;;;;;;;;;;;;x
d_murcia;Cartagona;;;;;;;;;;;;x
d_murcia_adj;Cartagonian;;;;;;;;;;;;x
d_beja;Lusitania;;;;;;;;;;;;x
d_beja_adj;Lusitanian;;;;;;;;;;;;x
k_badajoz;Lusitania;;;;;;;;;;;;x
k_badajoz_adj;Lusitanian;;;;;;;;;;;;x
d_castilla;Cantabria;;;;;;;;;;;;x
d_castilla_adj;Cantabrian;;;;;;;;;;;;x
d_granada;Baetica;;;;;;;;;;;;x
d_granda_adj;Baetican;;;;;;;;;;;;x
d_badajoz;Carpetania;;;;;;;;;;;;x
d_badajoz_adj;Carpetanian;;;;;;;;;;;;x
d_navarra;Vasconia;;;;;;;;;;;;x
d_navarra_adj;Vasconian;;;;;;;;;;;;x
d_valencia;Hispania Citerior;;;;;;;;;;;;x
d_valencia_adj;Citerior Hispanian;;;;;;;;;;;;x
d_leon;Sabaria;;;;;;;;;;;;x
d_leon_adj;Sabarian;;;;;;;;;;;;x
PROV166;Getares;;;;;;;;;;;;x
c_algeciras;Getares;;;;;;;;;;;;x
c_algeciras_adj;Getarian;;;;;;;;;;;;x
PROV168;Urci;;;;;;;;;;;;x
c_almeria;Urci;;;;;;;;;;;;x
c_almeria_adj;Urcian;;;;;;;;;;;;x
# Francia stuff
k_france;Neustria;;;;;;;;;;;;x
k_france_adj;Neustrian;;;;;;;;;;;;x
k_lotharingia;Austrasia;;;;;;;;;;;;x
k_lotharingia_adj;Austrasian;;;;;;;;;;;;x
d_swabia;Allemania;;;;;;;;;;;;x
d_swabia_adj;Allemanian;;;;;;;;;;;;x
d_anjou;Maine;;;;;;;;;;;;x
d_anjou_adj;Mainian;;;;;;;;;;;;x
d_flanders;Dentelin;;;;;;;;;;;;x
d_flanders_adj;Dentelite;;;;;;;;;;;;x
# Persia
k_khwarezm;Khwarazmia;;;;;;;;;;;;x
k_khwarezm_adj;Khwarazmian;;;;;;;;;;;;x
d_baghdad;Asuristan;;;;;;;;;;;;x
d_baghdad_adj;Asuristanian;;;;;;;;;;;;x
d_mosul;Arbayistan;;;;;;;;;;;;x
d_mosul_adj;Arbayistani;;;;;;;;;;;;x
d_jazira;Adiabene;;;;;;;;;;;;x
d_jazira_adj;Adiabene;;;;;;;;;;;;x
c_baghdad;Ctesiphon;;;;;;;;;;;;x
c_baghdad_adj;Ctesiphene;;;;;;;;;;;;x
PROV693;Ctesiphon;;;;;;;;;;;;x
d_mosul;Arbayistan;;;;;;;;;;;;x
d_mosul_adj;Arbayistani;;;;;;;;;;;;x
d_samarra;Garmakan;;;;;;;;;;;;x
d_samarra_adj;Garmakanian;;;;;;;;;;;;x
d_jibal;Spahan;;;;;;;;;;;;x
d_jibal_adj;Spahani;;;;;;;;;;;;x
d_mafaza;Arbashar;;;;;;;;;;;;x
d_mafaza_adj;Arbasharian;;;;;;;;;;;;x
d_basra;Meshan;;;;;;;;;;;;x
d_basra_adj;Meshani;;;;;;;;;;;;x
zoroastrian_DESC;Zoroastrians worship Ahura Mazda, the uncreated God, as proclaimed by the ancient Iranian prophet Zoroaster. The ancient form of the religion involved great sacred hill top fires, the exposure of dead bodies to scavenger birds for cleansing, and religious close-kin marriages in imitation of Ahura Mazda and Zoroaster.;;;;;;;;;;;;x
# Slavica
# Byzantine / Roman area
k_ravenna;Ravenna;;;;;;;;;;;;x
k_ravenna_adj;Ravennian;;;;;;;;;;;;x
k_bulgaria;Thracia;;;;;;;;;;;;x
k_bulgaria_adj;Thracian;;;;;;;;;;;;x
k_serbia;Dacia;;;;;;;;;;;;x
k_serbia_adj;Dacian;;;;;;;;;;;;x
k_croatia;Illyria;;;;;;;;;;;;x
k_croatia_adj;Illyrian;;;;;;;;;;;;x
d_slavonia;Savia;;;;;;;;;;;;x
d_slavonia_adj;Savian;;;;;;;;;;;;x
d_bosnia;Valeria;;;;;;;;;;;;x
d_bosnia_adj;Valerian;;;;;;;;;;;;x
coptic;Coptic;;;;;;;;;;;;x
syriac;Syriac;;;;;;;;;;;;x
maghreb_latin;Numidian;;;;;;;;;;;;x
amazigh_group;Amazigh;;;;;;;;;;;;x
amazigh;Amazigh;;;;;;;;;;;;x
# Germanic / gothic / gepids random stuff
RETTYPE_CUL_GOTH;Gadrauhts;;;;;;;;;;;;x
ca_culture_ostrogothic_1;Gadrauhts Barracks;;;;;;;;;;;;x
ca_culture_ostrogothic_2;Gadrauhts Barracks;;;;;;;;;;;;x
ca_culture_ostrogothic_3;Gadrauhts Barracks;;;;;;;;;;;;x
ca_culture_ostrogothic_4;Gadrauhts Barracks;;;;;;;;;;;;x
ca_culture_ostrogothic_1_desc;The Ostrogothic Gadrauhts is the continuation of the Gothic auxilliary and foederati units of the Roman army. Here is where these elite warriors are trained and drilled to be ready for battle in the service of their liege.;;;;;;;;;;;;x
ostrogothic;Ostrogothic;;;;;;;;;;;;x
arian;Arian;;;;;;;;;;;;x
d_gepids;Gepidia;;;;;;;;;;;;x
d_bosnia_adj_ostrogothic;Gepid;;;;;;;;;;;;;x
# Avaria / Turks / Bolghars
k_great_bulgaria;Onoguria;;;;;;;;;;;;x
k_great_bulgaria_adj;Onogurian;;;;;;;;;;;;x
d_antes;Antes;;;;;;;;;;;;x
d_antes_adj;Antes;;;;;;;;;;;;x
# Africa
#d_fezzan;Garama;;;;;;;;;;;;x
d_tlemcen;Altava;;;;;;;;;;;;x
d_tlemcen_adj;Altavan;;;;;;;;;;;;x
d_cairo;Arcadia;;;;;;;;;;;;x
d_cairo_adj;Arcadian;;;;;;;;;;;;x
b_malao;Malao;;;;;;;;;;;;x
b_mosylonid;Mosylonid;;;;;;;;;;;;x
b_avalites;Avalites;;;;;;;;;;;;x
d_nidar_avengers;Nidar's Avengers;;;;;;;;;;;;x
d_east_african_pagan_reformed;Cushitic High Priesthood;;;;;;;;;;;;x
d_east_african_pagan_reformed_adj;Cushite;;;;;;;;;;;;x
east_african_pagan;Cushitic;;;;;;;;;;;;x
east_african_pagan_reformed;Cushitic;;;;;;;;;;;;x
east_african_pagan_DESC;Cushitic believers worhsip the supreme deity Waaq or Eebo, along with several minor deities. They believe that the balance of the Earth is tied to a giant bull and cow. Whenever the cow turns her eyes away from the bull, the earth shifts, causing natural disasters.;;;;;;;;;;;;x
