
EVTDESCROM.118;The rumors were true. It seems that the Holy Roman Empire exists no longer. After the defeat of the Holy Roman Army, Western Rome was able to march on to the Imperial Capital of the Empire with little resistance. From the throne room, the Western Roman Emperor has at last disolved the Holy Roman Empire;;;;;;;;;x
EVTOPTROM.028;Gone with the Germans!;;;;;;;;;x

EVTNAMEROM.119;Holy Roman Victory;;;;;;;;;x
EVTDESCROM.119;How humiliating. Rumors go that the Western Roman Empire lost against the Holy Roman Empire, after the West Romans have sent a deligation towards the Holy Roman Empire to disolve the Title of the Holy Roman Empire. After the Emperor refused, Western Rome went to war but lost at last against the Holy Roman Empire. This is truly a shame for the Roman Emperor;;;;;;;;;x
EVTOPTROM.029;The embarrasment..;;;;;;;;;x

EVTNAMEROM.120;The Western Roman Usurpation;;;;;;;;;x
EVTDESCROM.120;This is unheard of. The Holy Roman Empire has traveled to Rome to meet up with the Western Roman Emperor. Rumor goes that the Holy Roman Emperor has given their titles to the Western Roman Emperor in which they have disolved and destroyed the title of the Holy Roman Empire. Perhaps the Holy Roman Emperor had good reasonings behind this but this is a shame to the Germans and the Catholic world;;;;;;;;;x
EVTOPTROM.030;Roman no longer..;;;;;;;;;x

EVTNAMEROM.121;The Aftermath;;;;;;;;;x
EVTDESCROM.121;Sire, we have finally beaten the Holy Roman Empire. For so long, they have been claiming to be the sucessor to Rome but thanks to you. Their claims are no longer valid, we truly are the Heirs of the Roman Empire now.;;;;;;;;;x
EVTOPTROM.031;Show me the plunder!;;;;;;;;;x

EVTNAMEILKH108;The Qara Qoyunlu approaches..;;;;;;;;;;;x
EVTDESCILKH108;We have got bad news, it seems that our rival clan, the Qara Qoyunlu is attempting to take down our empire by declaring a full scale invasion on us. This is grim news and we have to stop them at once!;;;;;;;;;;;x
TIMEOPT10;To War!;;;;;;;;;;;x

EVTNAMETIME111;The Qara Qoyunlu;;;;;;;;;;;x
EVTDESCTIME111;Word goes arround that the mighty Timurids got defeated by the newly risen horde of the Qara Qoyunlu. This horde originated from the Timurids and figured to grab a chance at toppling the Timurid Empire, and it seems that they succeeded.;;;;;;;;;;;x
TIMEOPT11;Awfull!;;;;;;;;;;;x

ILKHOPT3;Let them settle at last..;;;;;;;;;;;x

EVTNAMEGOL105;The Mongol State of Russia;;;;;;;;;;;x
EVTDESCGOL105;Russia is a massive piece of land with many kinds of people living within it. This however did not stop the Golden Horde to conquer the lands. However, it proves to even the Golden Horde to be too much to control. Hence why the Golden Horde decided to release the Empire of Russia under the control of the Golden Horde. This could be a great way to mobilize the army in Russia and call them in any conflict that the Golden Horde may be in. Regardless of this benefit, this could act as a double-edged sword as the Russians could easily turn away from the Golden Horde. Only time will tell what will happen further in the Russian lands;;;;;;;;;;;x

GOLDOPT1;Wonderfull;;;;;;;;;;;x

EVTNAMETIME105;The City of Half of the World;;;;;;;;;;;x
EVTDESCTIME105;We have at last reached the City of Half of the World, Esfahan. A Magnificent city with quite the beauty. Too bad that we will have to continue our march to reunify the Empire of the Mongols. We do have a choice however, we can keep our traditions and stay the way we are, or use Esfahan as a base for our new reformed Empire and Feudalize to the Iqta ways. If we Feudalize, we are able to make better use of the urbanized cities of the Middle East to our advantage, from getting more finances to being able to mobilize the local armies. This however means, abandoning our traditional way of living. What shall we choose?;;;;;;;;;;;x

TIMEOPT1;We will follow the way of Allah!;;;;;;;;;;;x
TIMEOPT2;We will keep our traditions and move forward!;;;;;;;;;;;x

EVTNAMETIME106;The Timurids settles in Persia;;;;;;;;;;;x
EVTDESCTIME106;Releaving news, it seems that after the Timurids have reached Esfahan, they have started to feudalize and adopted the Iqta way of governing lands. This means that they abandoned their Mongolic and Barbaric ways of conquering and are perhaps more pacified. This however doesnt mean that they will just stop from Persia... or perhaps they will. Only time will tell what Timurds will do as their leader, Timur the Lame can be a monster. Perhaps he changed his ways, only God can show ur mercy now..;;;;;;;;;;;x

TIMEOPT3;May Timur find peace now;;;;;;;;;;;x


MOGGOLDOPT1;Very well, for the sake of Tengri;;;;;;;;;;;x
MOGGOLDOPT2;Never, the are traitors forever!;;;;;;;;;;;x

MOGGOLDOPT3;Currious..;;;;;;;;;;;x

MOGGOLDCLASH.100;Golden Horde Envoy;;;;;;;;;;;x
MOGGOLDCLASHDESC.100;Great Khan, we have recived a envoy from our Mongolian brothers of the west. The Golden Horde wishes to make peace with you. It seems that they are offering as far as tribute to you as long as we promise to aid them whenver they are in dire need and to not attack them. What shall we respond with Great Khan?;;;;;;;;;;;x

MOGGOLDCLASH.101;Mongolic-Golden Horde Pact;;;;;;;;;;;x
MOGGOLDCLASHDESC.101;As the two massive Hordes are laying waste to the lands of the World. There has been contact between the Golden Horde and the Mongol Empire. It seems that they are related to eachother and therefore wish to keep the peace between the two Empires. In order for that to happen, the Golden Horde agreed to pledge some of their treasury and income to the Mongol Empire, in exchange of eternal peace. This is be catastrophic for Europe as now, the Golden Horde, already on the footsteps of Europe are now able to conquer and raze freely without having to worry about the Mongols.;;;;;;;;;;;x

MOGILLCLASH.100;Ilkhanate Envoy;;;;;;;;;;;x
MOGILLCLASHDESC.100;Great Khan, we have recived a envoy from our Mongolian brothers from Persia. The Ilkhanate also wishes to make peace with you. It seems that they are offering as far as tribute to you as long as we promise to aid them whenver they are in dire need and to not attack them. What shall we respond with Great Khan?;;;;;;;;;;;x

MOGILLCLASH.101;Mongolic-Ilkhanate Horde Pact;;;;;;;;;;;x
MOGILLCLASHDESC.101;As the Ilkhanate, being related to the Mongol Empire also have the goald to lay waste to the world to assert Tengri dominations towards the lands the Ilkhanate conquers. Because of this ambition, there has been contact between the Ilkhanate and the Mongol Empire. It seems that the Mongol Empire admire the ambitions of the Ilkhanate and therefore wish to keep the peace between the two Empires. In order for that to happen, the Ilkhanate agreed to pledge some of their treasury and income to the Mongol Empire, in exchange of eternal peace. This is be catastrophic for Anatolia and the Balkans and maybe for Europe in the futureas now, the Ilkhanate have free regin to conquer and raze freely without having to worry about the Mongols.;;;;;;;;;;;x

EVTNAMEILKH105;The City of Peace;;;;;;;;;;;x
EVTDESCILKH105;Long have we traveled trough-out Asia, we have seen many thing. From our homeland in Mongolia, we traveled to the India where we have seen the Elephants and their culture all the way to where we are now, Persia. Within Persia there are so many beautifull things about it like the culture and their prized city, Baghdad. Perhaps it is time to make a decision. We could choose to keep the prosperous and rich city of Baghdad, the "City of Peace" and start settling arround the area to assert our presence to prosper and perhaps keep peace. However we could also choose to keep going west and continue practicing our traditions by staying Nomadic and lay waste to the whole world in the name of Tengri...;;;;;;;;;;;x

ILKHOPT1;It is time to stay in Persia;;;;;;;;;;;x
ILKHOPT2;On wards, to Europe!;;;;;;;;;;;x

EVTNAMEILKH106;The Ilkhanate settles in Iraq;;;;;;;;;;;x
EVTDESCILKH106;We recieved gladning news in Persia, word goes that the Ilkhanate, a group of Nomads that has seperated from the Mongol Empire to help out with laying waste and its conquest, have finally decided to settle in Persia. This was announced in their new capital of Baghdad, where they will consolidate their influence, religion and power over all of Persia. However, this does not mean that they will stop there. However, this does tame the Mongolian Horde of the Ilkhanate quite alot. We shall hope that this is the last time we will hear from them..;;;;;;;;;;;x


EVTNAMEROMA97;Strange Red Fleet Spotted;;;;;;;;;;;x
EVTDESCROMA97;A very strange sight has been spotted, it seems that across the Atlantic Ocean, a massive fleet has been spotted by Nordic and English Merchant Ships. This is very weird since we always knew that part of the Ocean to be the End of the World, where the ocean would flood down to the void. Perhaps... there is land out there, or worse. Who knows where this fleet came from, however the biggest concern is that it is slowly approaching Europe.;;;;;;;;;;;x

EVTNAMEROMA99;Golden Eagles on the Horrizon;;;;;;;;;;;x
EVTDESCROMA99;As months have passed, English scouts and traveling Merchant Ships have been able to take a closer look at the fleet. We got told that the ships seems to be using red sails with mostly a yellow eagles on it. While the ships themselfs look not from this time. Its like the ships that were build in Ancient Rome... This is not making up as the Roman Empire have been disintregrated for centuries now. Whatever waits on those ships dont look too friendly as within the ship, they seem to be armed and weaponized. This is very concerning.;;;;;;;;;;;x

EVTNAMEROMA100;The Roman Invasion for England;;;;;;;;;;;x
EVTDESCROMA100;At last, these fantasized warriors that were across the sea within the ships are actual Romans. There is massive confusion within the whole of Europe since this is not making sense. Theories are already being made like this being the Wrath of God, or that these are Warriors from an Unknown World.. The only logical explanation given by historians and our wise people seems to be that perhaps during the Fall of the Roman Empire, they fled with the leftover ships towards whereever they came from and now came back for revenge. Eitherway they seem to want to have a fight and we must stop these Romans before it is too late!;;;;;;;;;;;x


EVTTOOLTIPIsls.005;The Great Islamic Schism has been mended and all of Islam is united once more under one faith;;;;;;;;;;;;;x
EVTNAMEIsls.005;The Islamic Schism;;;;;;;;;;;;;x
EVTDESCIsls.005;For a long time, The Muslims were always split in two major sects, the Sunnis and the Shiites. For long there there were many arguments and conflicts between the two. However, today marks a special day within the Islamic World. From this day forward the Caliphate has proclaimed and enforced a Islamic Schism towards the Sunni Muslims. They will have to either submit to the Shiite faith or to continue their heretical ways!;;;;;;;;;;;;;x
EVTNAMEIsls.006;The choice of Submission;;;;;;;;;;;;;x
EVTDESCIsls.006;Now that the Caliph has unified the different warring sects of Islam that have been split since the death of Mohammed, He has presented an ultimatum to the rulers of the other Islamic sects, we either to convert to the new dominant faith, or we fall to his new proclaimed era of Jihad. Either way, the future of our Realm is in our hands, what do we do?;;;;;;;;;;;;;x
EVTOPTAIsls.001;Peace at last!;;;;;;;;;;;;;x
EVTOPTAIsls.005;We are with the Schism.;;;;;;;;;;;;;x
EVTOPTBIsls.006;No, the Caliph is wrong!;;;;;;;;;;;;;x

UNIINAME1000;Islam is united;;;;;;;;;;;;;x
UNIIDESC1000;At last Islam has been united once more after the many Caliphates before like the Rashudin Caliphate and the Umayyad Calipahte. This is concerning new for the other faiths as the Muslims united their banners once more. Who knows what this newly formed Caliphate will do next.;;;;;;;;;;;;;x
EVTOPTAUnii.001;At last.;;;;;;;;;;;;;x
ARCNAME1000;The Timurids;;;;;;;;;x
ARCDESC1000;Another great Khan is on the rise in Central Asia. Timur, called 'the Lame' due to his clubfoot, has proven himself to the Turco-Mongol tribes of the region. He seems intent on creating an empire to rival that of the legendary Genghis Khan himself. Tens of thousands of skilled horsemen have gathered under his banner!;;;;;;;;;;x

EVTNAMECATSCM.100;The Catholic Schism;;;;;;;;;;;x
EVTDESCCATSCM.100;At last, it seems the Christians have finally settled their problems ever since the Papacy has conquered and reconverted the holy provinces of Orthodoxy and subjugating the Orthodox Patriarchy. The news says that after the conquests and conversions of these provinces, the Papacy finally had the power and control needed to end the Catholic Schism and send out envoys to any Orthodox ruler with the approval of the disolved Patriarchy to join the true Christian Faith;;;;;;;;;;;x
EVTOPTCATSCM.001;Interesting;;;;;;;;;;;x

EVTNAMECATSCM.001;The Catholic Schism;;;;;;;;;;;x
EVTDESCCATSCM.001;Your Holiness, we have finished the preperations. We are now ready to send envoys to every known Orthodox ruler to make them submit to the Holy See and become Christian.;;;;;;;;;;;x
EVTOPTCATSCM.002;Excelent, spread the word!;;;;;;;;;;;x
EVTNAMEUIN.001;India United;;;;;;;;;x
EVTDESCUIN.001;After many wars and battles the Indian people had to go trough, at last India is united under one ruler;;;;;;;;;x
EVTOPTAUIN.001;This is concerning..;;;;;;;;;x

EVTNAMEUIN.002;A New Era for India;;;;;;;;;x
EVTDESCUIN.002;We at last have united India under our banner, now that everyone in India is bowing down to our might, we have to make sure to have total control over our people. This can only be done by making them submit to the one true faith we belive in;;;;;;;;;x
EVTOPTAUIN.002;Send the message!;;;;;;;;;x

EVTNAMEUIN.003;The Diplomat from the Capital;;;;;;;;;x
EVTDESCUIN.003;Word has been out that the Ruler of all of India has been sending diplomats to all our neigbours including us for a final act of religious submission, what shall we tell to the messenger..;;;;;;;;;x
EVTOPTAUIN.003;At last!;;;;;;;;;x
EVTOPTUIN.005;We shall submit to his faith..;;;;;;;;;x
EVTOPTUIN.006;We refuse this demand!;;;;;;;;;x

EVTNAMEUIN.004;The Indian Crusade;;;;;;;;;x
EVTDESCUIN.004;For long, the Christians in India have been reduced by size cause of their rulers following their own religions. However after the formation of the new Christian Kingdom in South India, the time for the Indians to strike against the different faiths has come. In the name of God, they will start an Crusade against all of India.;;;;;;;;;x
EVTOPTAUIN.007; May God bless them!;;;;;;;;;x


EVTNAMEIsls.002;The Envoy from the Papacy;;;;;;;;;;;x
EVTDESCIsls.002;My Liege, we have recieved an envoy from the Holy See. It seems that the problems between our faith and the Chrisitan faith has been settled, it even has the both the seals of the Papay and the Patriarchy. It must be true then... They are requesting for us to give up on our faith and join the Catholic Faith as the Patriarch also aproved this. Sire, what shall we do?;;;;;;;;;;;x
EVTOPTCATSCM.003;We shall go with our Patriarch;;;;;;;;;;;x
EVTOPTCATSCM.004;We will never abandon our faith!;;;;;;;;;;;x

EVTNAMECATSCM.003;The End of the Orthodox Schism;;;;;;;;;;;;;x
EVTDESCCATSCM.003;This is the end of an era. The Holy See has recently won a decicive victory against the Orthodox Patriarch and the Orthodox World. The Pope has marched onto Constantinople and have made their demands to finally put an end to the Schism and reunite with the Holy See, making the Patriarch obsolete. This is a big day for the Catholic world, a dream come true.;;;;;;;;;;;;;x
EVTOPTCATSCM.005;Peace at last;;;;;;;;;;;;;x

EVTNAMECATSCM.004;The Defeat of the Holy See
EVTDESCCATSCM.004;News has spread that the Holy See has been defeated after they could not buldge the might of the Orthodox Crusaders against the Papacy. The Catholic will enter a dark age, an age where it seems that the two churches will never be united and stay seperated for good.;;;;;;;;;;;x

EVTNAMECATSCM.005;The Crusade on Orthodoxy;;;;;;;;;;;;;x
EVTDESCCATSCM.005;Your Holiness, the preperations are as good as ready. This will be one of the grandest wars Europe will ever see, even God will look at us from His Throne. It is time to put an end to this Orthodox Schism.;;;;;;;;;;;;;x
EVTOPTCATSCM.010;Declare the Crusade!;;;;;;;;;;;;;x
EVTOPTCATSCM.011;I changed my mind, no need for bloodshed;;;;;;;;;;;;;x

EVTNAMECATSCM.006;The Invasion of the Holy See;;;;;;;;;;;;;x
EVTDESCCATSCM.006;Sire, we have heard that the Holy See has started a war on the Eastern Roman Empire and the Patriarch to put an end to the Christian Schism that has been going on for ages. This will truly be a Conflict of the World in which perhaps God will watch from Heaven;;;;;;;;;;;;;x
EVTOPTCATSCM.006;The Humanity...;;;;;;;;;;;;;x

EVTNAMECATSCM.007;An Request from the Holy See;;;;;;;;;;;;;x
EVTDESCCATSCM.007;The recent news must be true, the Papacy has at last declared war on the Eastern Roman Empire and the Orthodox Patriarchy to end the Schism between the two churches. However, it seems that they are asking for our help in this conflict. What shall we respond to the Papacy?;;;;;;;;;;;;;x
EVTOPTCATSCM.007;We shall go to arms in the name of the Holy See
EVTOPTCATSCM.008;We shall stay Neutral in this conflict

EVTNAMECATSCM.008;The Papal Invasion on Orthodox Christianity;;;;;;;;;;;;;x
EVTDESCCATSCM.008;Concerning news my liege. We have spotted a massive crusader army headed towards our direction. The news says that the Papacy has declared on the Eastern Roman Empire to destroy Orthodoxy. Our faith is in danger and we have to act, what shall we do?
EVTOPTCATSCM.009;We shall defend the Patriarch

EVTTITLERUSKI.001;Russia is reforming;;;;;;;;;;;;;x
EVTDESCRUSKI.001;At last, as the Russian people have finally been united. It is time for the Russian Emperor to reform the Administration of the Empire. Russia exsists with many religions and cultures and is almost impossible to manage with our current bureaucracy. Hence the time for Russian Reform has come!;;;;;;;;;;;;;x
EVTOPTRUSKI001;Ura, Ura, Ura!;;;;;;;;;;;;;x

EVTTITLERUSKI.002;Russia's Destiny;;;;;;;;;;;;;x
EVTDESCRUSKI.002;As the Russians have united, they have found oppertunity to expand their influence inside Asia, trough Siberia. Who knows what Russia will find far East of Asia. What can be certain is that this will be a bloody expansion eastwards.;;;;;;;;;;;;;x
EVTOPTRUSKI002;May God have mercy;;;;;;;;;;;;;x

EVTNAMEMUG100;The Mughals;;;;;;;;;x
EVTDESCMUG100;A new threat rises up in India, with the goal to unite India under the banner of the Mughal Dynasty in the name of Babur Khan and in the name of Allah. Babur Khan is doing this to suceed what the Timurids and Genghis Khan could not do, to conquer India and then the world. This could be bad news if they were to reach Europe..;;;;;;;;;x

HREARNAME1;The Imperial Succession;;;;;;;;;;;;;x
HREDESC1;At last, your father Louis the Pious has died after living a longer life then most people in the World. You now have to decide what to do with the Empire. You can perhaps assume control over Louis's Throne and keep his Empire together or you could shatter the Holy Roman Empire and let your brother go. What shall we do;;;;;;;;;;;;;x

EVTOPTHREAR.1;It is time to end this Empire;;;;;;;;;;;;;x
EVTOPTHREAR.2;Louis's Legacy shall live on!;;;;;;;;;;;;;x

HREARNAME2;Louis's Legacy;;;;;;;;;;;;;x
HREDESC2;You have decided to keep the Empire together, as much as this is preferable to maintain your current power. This will anger your brothers and vassals alike, therefore you will have to deal with a few problems that the Empire will bring with you. Either you maintain control, or you will splinter at last. May God be on your side, Louis will be watching from Heaven;;;;;;;;;;;;;x
EVTOPTHREAR.5;In the name of God, Louis and Charlemagne;;;;;;;;;;;;;x

HREARNAME3;The Crown of Louis Shattered;;;;;;;;;;;;;x
HREDESC3;It is no suprise that Louis's Empire would end when he would die. Louis lived a long life which is unheard of, however at last he lost his life. After the Crown passed to his Son, it seems that the Ambitious King has decided to Dismantle the Empire that his Father and Grandfather have build. Therefore, The Holy Roman Empire is gone... but for how long..?;;;;;;;;;;;;;x
EVTOPTHREAR.3;Europe is restored!;;;;;;;;;;;;;x

HREARNAME4;The Imperial Crisis;;;;;;;;;;;;;x
HREDESC4;This has come to a suprise to everyone in Europe. It seems that after the death of Louis the Pious, his son would keep the title of Holy Roman Emperor. This could bring a whole lot of conflicts as all the Kingdoms within the Holy Roman Empire is held by his brothers which are very displeased of this succession. Only time will tell what will happen to this Ancient Empire that has lasted after the Collapse of the Roman Empire. Perhaps, there is a small chance that his son could stabilize the Empire and deal with the internal conflicts. Only time will tell what will happen to the empire;;;;;;;;;;;;;x
EVTOPTHREAR.4;Hah, there is no chance!;;;;;;;;;;;;;x

HREARNAME12;Imperial Crisis averted;;;;;;;;;;;;;x
HREDESC12;This is unbelievable. News has spread that the Holy Roman Empire has resolved their crisis and stabalized everything within the Empire. It seems like the Empire of Charlemagne will stand tall after all. If Louis the Pious were to be alive, he would surely be proud of his grandchildren. While they rejoice, the rest of Europe watches with evny and fear as this massive Empire will surely last troughout the ages. God only knows what their next ambition is;;;;;;;;;;;;;x
EVTOPTHREAR.10;Vivat imperium Karolus!;;;;;;;;;;;;;x

HREARNAME10;The Barbaric Invasion on Germany;;;;;;;;;;;;;x
HREDESC10;Good grief, as thing could not go any worse. It seems like a invasion force that came from Scandanavia has arrived at Hamburg and are attacking our Castles. We have to stop this army at once!;;;;;;;;;;;;;x

EVTDESC_ORT_100;Choose the Icon you wish to carry with you for your whole life;;;;;;;;;;;;;x
EVTOPTA_ORT_100;I choose Saint John;;;;;;;;;;;;;x
EVTOPTB_ORT_100;I choose Saint Michael;;;;;;;;;;;;;x
EVTOPTC_ORT_100;I choose Saint Nicholas;;;;;;;;;;;;;x
EVTOPTD_ORT_100;Show me the other options;;;;;;;;;;;;;x

EVTDESC_ORT_101;Choose the Icon you wish to carry with you for your whole life;;;;;;;;;;;;;x
EVTOPTA_ORT_101;I choose Archangel Gabriel;;;;;;;;;;;;;x
EVTOPTB_ORT_101;I choose Jesus Christ;;;;;;;;;;;;;x
EVTOPTC_ORT_101;I choose Satan, the Fallen Angel;;;;;;;;;;;;;x
EVTOPTD_ORT_101;Bring be back;;;;;;;;;;;;;x

EVTDESC_CHN_100;Pick your Spirit Animal that you will bare for your whole life;;;;;;;;;;x

EVTOPTA_CHN_100;I am the Way of the Dog;;;;;;;;;;x
EVTOPTB_CHN_100;I am the Way of the Dragon;;;;;;;;;;x
EVTOPTC_CHN_100;I am the way of the Leopard;;;;;;;;;;x
EVTOPTD_CHN_100;I am the way of the Tiger;;;;;;;;;;x

EVTDESCisldecadent.101; Your Dedacent level has been changed!;;;;;;;;;;;;;x
EVTDESCisldecadent.102; Your Dedacent level has been removed! (Due to not following Islam anymore);;;;;;;;;;;;;x

EVTNAMEBBR100;The Umayyad Invasion of Spain;;;;;;;;;;;;;x
