france_appanage_law_0;None;;;;;;;;;;;;;x
france_appanage_law_1;Partly;;;;;;;;;;;;;x
france_appanage_law_2;Full;;;;;;;;;;;;;x

france_appanage_law_0_desc;The Kingdom of France has not been centralised and still relies on the Appanages.;;;;;;;;;;;;;x
france_appanage_law_1_desc;The Kingdom of France has partly centralised the realm, preparing the Kingdom to integrate its Appanages.;;;;;;;;;;;;;x
france_appanage_law_2_desc;The Kingdom of France has been fully centralised, meaning that now the Kingdom is able to integrate its Appanages. (This will allow you to use the Integrate Appanage decision);;;;;;;;;;;;;x

france_appanage_law_0_vassal;None;;;;;;;;;;;;;x
france_appanage_law_1_vassal;Semi;;;;;;;;;;;;;x
france_appanage_law_2_vassal;Full;;;;;;;;;;;;;x

france_appanage_law_0_vassal_desc;The Kingdom of France has not been centralised and still relies on the Appanages.;;;;;;;;;;;;;x
france_appanage_law_1_vassal_desc;The Kingdom of France has been giving Appanages more power making them more reliable.;;;;;;;;;;;;;x
france_appanage_law_2_vassal_desc;The Kingdom of France has been giving Appanages full power making them even more reliable.(This will unlock the Establish Outer Appanage CB and the Create Appanage CB);;;;;;;;;;;;;x


imperial_realm_laws;§RHoly Roman Centralisation§!;;;;;;;;;;;;;x
imperial_realm_laws_vassal;§RHoly Roman Decentralisation§!;;;;;;;;;;;;;x

imperial_realm_laws_desc;These laws will help the Holy Roman Empire centralise and not depend on Imperial Realms.;;;;;;;;;;;;;x
imperial_realm_laws_vassal_desc;These laws will decentralise the Holy Roman Empire, giving the Imperial Realms more power.;;;;;;;;;;;;;x

imperial_realm_law_0;None;;;;;;;;;;;;;x
imperial_realm_law_1;Parial;;;;;;;;;;;;;x
imperial_realm_law_2;Full;;;;;;;;;;;;;x

imperial_realm_law_0_desc;The Holy Roman Empire has not been centralised and still relies on the Imperial Realms.;;;;;;;;;;;;;x
imperial_realm_law_1_desc;The Holy Roman Empire has partly centralised the realm, preparing the Empire to integrate its Imperial Realms.;;;;;;;;;;;;;x
imperial_realm_law_2_desc;The Holy Roman Empire has been fully centralised, meaning that the Holy Roman Empire is now able to integrate its Imperial Realms. (This will allow you to use the Integrate Imperial Realm decision);;;;;;;;;;;;;x

imperial_realm_law_0_vassal;None;;;;;;;;;;;;;x
imperial_realm_law_1_vassal;Parial;;;;;;;;;;;;;x
imperial_realm_law_2_vassal;Full;;;;;;;;;;;;;x

imperial_realm_law_0_vassal_desc;The Holy Roman Empire has not been centralised and still relies on the Imperial Realms.;;;;;;;;;;;;;x
imperial_realm_law_1_vassal_desc;The Holy Roman Empire has been partly decentralised, giving the Imperial Realms more power making them more reliable.;;;;;;;;;;;;;x
imperial_realm_law_2_vassal_desc;The Holy Roman Empire has been fully decentralised, giving the Imperial Realms even more power, making them even more reliable.(This will unlock the Expand Empire CB);;;;;;;;;;;;;x

satrap_laws_0;None;;;;;;;;;;;;;x
satrap_laws_1;Normal;;;;;;;;;;;;;x
satrap_laws_2;Further;;;;;;;;;;;;;x

satrap_laws_0_desc;As a Satrap, we currently have no law that specificly focuses on a certain part.;;;;;;;;;;;;;x
satrap_laws_1_desc;This law makes sure that our Satraps are being focused on taxation rather than focusing their efforts to increase the might of our army.;;;;;;;;;;;;;x
satrap_laws_2_desc;As we have seen great sucess from our previous law, we have furthered our efforts by adding more to these laws in order to reach maximum efficiency with taxation.;;;;;;;;;;;;;x

satrap_laws_0_vassal;None;;;;;;;;;;;;;x
satrap_laws_1_vassal;Normal;;;;;;;;;;;;;x
satrap_laws_2_vassal;Further;;;;;;;;;;;;;x

satrap_laws_0_vassal_desc;As a Satrap, we currently have no law that specificly focuses on a certain part.;;;;;;;;;;;;;x
satrap_laws_1_vassal_desc;This law makes sure that our Satraps are being focused on their levies rather than the taxation of their realms.;;;;;;;;;;;;;x
satrap_laws_2_vassal_desc;As we have seen great sucess from our previous law, we have furthered our efforts by adding more to these Levy focused laws, in order to reach our maximum capabilities on levy recruitment.;;;;;;;;;;;;;x

satrap_laws_0_pleased_vassals;None;;;;;;;;;;;;;x
satrap_laws_1_pleased_vassals;Normal;;;;;;;;;;;;;x
satrap_laws_2_pleased_vassals;Further;;;;;;;;;;;;;x

satrap_laws_0_pleased_vassals_desc;As a Satrap, we currently have no law that specificly focuses on a certain part.;;;;;;;;;;;;;x
satrap_laws_1_pleased_vassals_desc;Our subjects are currently not happy with the way we rule our realms. What we need is to appease our subjects by passing this law, which assures their loyalty as our vassals will be rewarded and appreciated.;;;;;;;;;;;;;x
satrap_laws_2_pleased_vassals_desc;We are finaly able to finalize our efforts to appease our subjects even further, securing their full loyalty to the cause of our Realm.;;;;;;;;;;;;;x

satrap_laws;§RSatrap Tax Focus§!;;;;;;;;;;;;;x
satrap_laws_vassal;§RSatrap Levy Focus§!;;;;;;;;;;;;;x
pleased_satrap_laws;§RSatrap Appeasement§!;;;;;;;;;;;;;x

satrap_laws_modifier_1;Normal Satrap Tax Law Enacted;;;;;;;;;;;;;x
satrap_laws_modifier_2;Further Satrap Tax Law Enacted;;;;;;;;;;;;;x

satrap_laws_modifier_1_vassal;Normal Satrap Levy Law Enacted;;;;;;;;;;;;;x
satrap_laws_modifier_2_vassal;Further Satrap Tax Law Enacted;;;;;;;;;;;;;x

satrap_laws_desc;As Satrap, we are able to bend the will of our subjects a little to further our interests of these realms. Since we are running low on income, perhaps if we inact a taxation law that this problem will be resolved;;;;;;;;;;;;;x
satrap_laws_vassal_desc;As Satrap, we are able to bend the will of our subjects a little to further our interests of these realms. Since we are running low on men and arms, perhaps if we inact a levy law that this problem will be resolved;;;;;;;;;;;;;x
pleased_satrap_laws_desc;The subjects of our realm are not happy with the laws that got inacted. Perhaps if we appease our Satraps with these laws that perhaps they will be satisfied this way.;;;;;;;;;;;;;x
