BURDESC1007;It seems like the French have no need in another war against the Germans and have backed down from their old claims on these lands. Long live the Holy Roman Empire!;;;;;;;;;x
EVTOPTBUR009;Peace at last!;;;;;;;;;x

bur_invade_france;Send French Demands;;;;;;;;;x
bur_invade_france_desc;Since we have formed Burgundy, it is time to send our demands to France and wait on their reaction;;;;;;;;;x

CB_NAME_DISMANTLE_HRE_BURGUNDY;March of the Burgundian Wrath;;;;;;;;;x
dismantle_hre_burgundy_desc;It is time to take our revenge on the Holy Roman Emperor, for many years we have been pushed arround by our neighbours, but no more. This time we will put a stop to this harrasement, we shall march on to the Imperial Capital and destroy what Charlamange has created to finaly set Europe free!;;;;;;;;;;;;;x
WAR_NAME_DISMANTLE_HRE_BURGUNDY;Invasion for Imperial Destruction;;;;;;;;;x
CB_NAME_FRENCH_BACK_DEJURE_BUR; French Invasion on Burgundy
WAR_NAME_FRENCH_BACK_DEJURE_BUR; French Intervention on Burgundy;;;;;;;;;x
