EVTDESCROM.120;This is unheard of. The Holy Roman Empire has traveled to Rome to meet up with the Western Roman Emperor. Rumor goes that the Holy Roman Emperor has given their titles to the Western Roman Emperor in which they have disolved and destroyed the title of the Holy Roman Empire. Perhaps the Holy Roman Emperor had good reasonings behind this but this is a shame to the Germans and the Catholic world;;;;;;;;;x
EVTOPTROM.030;Roman no longer..;;;;;;;;;x

EVTNAMEROM.121;The Aftermath;;;;;;;;;x
EVTDESCROM.121;Sire, we have finally beaten the Holy Roman Empire. For so long, they have been claiming to be the sucessor to Rome but thanks to you. Their claims are no longer valid, we truly are the Heirs of the Roman Empire now.;;;;;;;;;x
EVTOPTROM.031;Show me the plunder!;;;;;;;;;x

reward_against_hre_rome;While on campaign against the §YHoly Roman Empire§!, your soldiers have brought you §Yriches§! and §!plunder§! that the Empire had to offer;;;;;;;;;x
reward_mod_rome;Plundered Riches from the Holy Roman Empire;;;;;;;;;x
reward_mod_rome_desc;The riches that are brought by your solders were filled with various items, from weaponry to valuables that will be very usefull for future wars;;;;;;;;;x

reward_rome_hre;After the destruction of the §YHoly Roman Empire§! title, your soldiers will plunder the old §YImperial Capital§! and the lands around the route back to §YRome§!;;;;;;;;;x
