ar_confederation_inn_3;Local Inn;;;;;;;;;;;x
ar_confederation_inn_4;Local Inn;;;;;;;;;;;x

ar_confederation_inn_desc;This Local Inn is great for the civilians that live within these Castle Walls;;;;;;;;;;;x

ar_confederation_marketplace_1;Open Marketplace;;;;;;;;;;;x
ar_confederation_marketplace_2;Open Marketplace;;;;;;;;;;;x
ar_confederation_marketplace_3;Open Marketplace;;;;;;;;;;;x
ar_confederation_marketplace_4;Open Marketplace;;;;;;;;;;;x

ar_confederation_marketplace_desc;An Open Market for the poor and the rich alike, here everyone can buy anything as long as you have the price for it;;;;;;;;;;;x

ar_confederation_headquarters_1;Confederation Headquarters;;;;;;;;;;;x
ar_confederation_headquarters_2;Confederation Headquarters;;;;;;;;;;;x
ar_confederation_headquarters_3;Confederation Headquarters;;;;;;;;;;;x
ar_confederation_headquarters_4;Confederation Headquarters;;;;;;;;;;;x

ar_confederation_headquarters_desc;This is the heart of the Military power of the Castle. In this building, plans and strategies are being planned to make this castle ever more secure;;;;;;;;;;;x

ar_confederation_guard_1;Confederate Guard Outpost;;;;;;;;;;;x
ar_confederation_guard_2;Confederate Guard Outpost;;;;;;;;;;;x
ar_confederation_guard_3;Confederate Guard Outpost;;;;;;;;;;;x
ar_confederation_guard_4;Confederate Guard Outpost;;;;;;;;;;;x

ar_confederation_guard_desc;This outpost is build far outside the castle, to patrol arround the area but to also watch for possible enemy attacks;;;;;;;;;;;x

ar_confederation_watchtower_1;Confederate Watchtowers;;;;;;;;;;;x
ar_confederation_watchtower_2;Confederate Watchtowers;;;;;;;;;;;x
ar_confederation_watchtower_3;Confederate Watchtowers;;;;;;;;;;;x
ar_confederation_watchtower_4;Confederate Watchtowers;;;;;;;;;;;x

ar_confederation_watchtower_desc;Just like the outpost, the watchtower is built to see even further away while being within the safety of the castle;;;;;;;;;;;x

ar_confederation_civil_service_1;Civil Service;;;;;;;;;;;x
ar_confederation_civil_service_2;Civil Service;;;;;;;;;;;x
ar_confederation_civil_service_3;Civil Service;;;;;;;;;;;x
ar_confederation_civil_service_4;Civil Service;;;;;;;;;;;x

ar_confederation_civil_service_desc;Every Castle needs maintenence, one of the overlooked needs is the hygene of the streets. That is where the Civil Service comes in, to keep everything clean and healthy;;;;;;;;;;;x

ar_confederation_civil_guard_1;Civil Guard Outpost;;;;;;;;;;;x
ar_confederation_civil_guard_2;Civil Guard Outpost;;;;;;;;;;;x
ar_confederation_civil_guard_3;Civil Guard Outpost;;;;;;;;;;;x
ar_confederation_civil_guard_4;Civil Guard Outpost;;;;;;;;;;;x

ar_confederation_civil_guard_desc;The nights can be dangerous and can be filled with criminals. That is why the Civil Guard exsists. To police arround the streets and keeping them safe while also being used as a last line of defense for the cilivians in case the enemy breaches in the castle walls;;;;;;;;;;;x

ar_confederation_bakery_1;Bakery;;;;;;;;;;;x
ar_confederation_bakery_2;Bakery;;;;;;;;;;;x
ar_confederation_bakery_3;Bakery;;;;;;;;;;;x
ar_confederation_bakery_4;Bakery;;;;;;;;;;;x

ar_confederation_bakery_desc;Food has been a important part of any human life, rich and poor a like. that is why a Bakery is realy usefull to feed the masses;;;;;;;;;;;x

ar_confederation_silver_minter_1;Confederate Silver Minter;;;;;;;;;;;x
ar_confederation_silver_minter_2;Confederate Silver Minter;;;;;;;;;;;x
ar_confederation_silver_minter_3;Confederate Silver Minter;;;;;;;;;;;x
ar_confederation_silver_minter_4;Confederate Silver Minter;;;;;;;;;;;x

ar_confederation_silver_minter_desc;Without Gold or Silver, no Empire or Kingdom can be run. Hence why there are the Silver Minters. These minters make sure that we have just enough Silver currency flowing in to keep up with the Economy;;;;;;;;;;;x

ar_confederation_bureau_1;Confederate Diplomatic Bureau;;;;;;;;;;;x
ar_confederation_bureau_2;Confederate Diplomatic Bureau;;;;;;;;;;;x
ar_confederation_bureau_3;Confederate Diplomatic Bureau;;;;;;;;;;;x
ar_confederation_bureau_4;Confederate Diplomatic Bureau;;;;;;;;;;;x

ar_confederation_bureau_desc;As a Confederation, we have to keep a good reputation. Hence why This Bureau is set up, to resolve any diplomatic issues, from within the Castle to international matters;;;;;;;;;;;x

ar_confederation_academy_1;Confederate Academy;;;;;;;;;;;x
ar_confederation_academy_2;Confederate Academy;;;;;;;;;;;x
ar_confederation_academy_3;Confederate Academy;;;;;;;;;;;x
ar_confederation_academy_4;Confederate Academy;;;;;;;;;;;x

ar_confederation_academy_desc;Education is always good, it makes our citizens smarter. Therefore we have the Academy to expand and store knowledge for future generations;;;;;;;;;;;x

medieval_bridge_1;Wooden Bridge;;;;;;;;;;;x
medieval_bridge_2;Stone Bridge;;;;;;;;;;;x
medieval_bridge_3;Chiseled Stone Bridge;;;;;;;;;;;x
medieval_bridge_4;Marble Bridge;;;;;;;;;;;x
medieval_bridge_5;Chiseled Marble Bridge;;;;;;;;;;;x

medieval_bridge_1_desc;This bridge was made to have easier access to the realm of these lands;;;;;;;;;;;x

castle_marketplace_1;Castle Marketplace;;;;;;;;;;;x
castle_marketplace_2;Expanded Castle Marketplace;;;;;;;;;;;x
castle_marketplace_3;Big Castle Marketplace;;;;;;;;;;;x
castle_marketplace_4;Busy Castle Marketplace;;;;;;;;;;;x
castle_marketplace_5;Prosperous Castle Marketplace;;;;;;;;;;;x

castle_marketplace_1_desc;This marketplace was built within the walls of your realm to have more merchants buy goods from you;;;;;;;;;;;x

castle_tower_1;Small Castle Tower;;;;;;;;;;;x
castle_tower_2;Castle Tower;;;;;;;;;;;x
castle_tower_3;Reinforced Castle Tower;;;;;;;;;;;x
castle_tower_4;Expanded Castle Tower;;;;;;;;;;;x
castle_tower_5;Fully-Forified Castle Tower;;;;;;;;;;;x

castle_tower_desc;This tower was made to have a better lookout arround your lands to see who comes to your land;;;;;;;;;;;x

castle_smith_1;Small Blacksmith;;;;;;;;;;;x
castle_smith_2;Normal Blacksmith;;;;;;;;;;;x
castle_smith_3;Expanded Blacksmith;;;;;;;;;;;x
castle_smith_4;Specialized Blacksmith;;;;;;;;;;;x
castle_smith_5;Prosperous Blacksmith;;;;;;;;;;;x

castle_smith_desc;This blacksmith was made to have more commerce within your realm while also having a source to make new weaponry;;;;;;;;;;;x

medieval_road_1;Dirt Road;;;;;;;;;;;x
medieval_road_2;Gravel Road;;;;;;;;;;;x
medieval_road_3;Stone Road;;;;;;;;;;;x
medieval_road_4;Stone Roads with Lamps;;;;;;;;;;;x
medieval_road_5;Chiseled Road with Lamps;;;;;;;;;;;x

medieval_road_1_desc;These are the well known roads that all lead to the old Capital of the World, Rome. These roads are very usefull for transportation from an Caravan to a whole Army;;;;;;;;;;;x

feudal_trade_hub_1;Unfinished Castle Trade Hub;;;;;;;;;;;x
feudal_trade_hub_2;Small Castle Trade Hub;;;;;;;;;;;x
feudal_trade_hub_3;Castle Trade Hub;;;;;;;;;;;x
feudal_trade_hub_4;Expanded Castle Trade Hub;;;;;;;;;;;x
feudal_trade_hub_5;Major Castle Trade Hub;;;;;;;;;;;x

feudal_trade_hub_desc;In order to let even more goods and trade flow in, it might not be a bad idea to start setting up a Trade Hub next to the Castle. This assures that various luxurious goods and wealth will flow in. Unlike our other buildings, this will assure us alot of wealth;;;;;;;;;;;x

castle_headquarters_1;Wooden Castle Headquarters;;;;;;;;;;;x
castle_headquarters_2;Stone Castle Headquarters;;;;;;;;;;;x
castle_headquarters_3;Improved Castle Headquarters;;;;;;;;;;;x
castle_headquarters_4;Expanded Castle Headquarters;;;;;;;;;;;x
castle_headquarters_5;Chiseled Castle Headquarters;;;;;;;;;;;x

castle_headquarters_desc;A Castle Headquarters is good to organize your army with great efficieny while also having the Headquarters as a rally point for your army;;;;;;;;;;;x

stone_mine_1;Small Stone Quarry;;;;;;;;;;;x
stone_mine_2;Stone Quarry;;;;;;;;;;;x
stone_mine_3;Improved Stone Quarry;;;;;;;;;;;x
stone_mine_4;Expanded Stone Quarry;;;;;;;;;;;x
stone_mine_5;Major Stone Quarry;;;;;;;;;;;x

stone_mine_desc;Having a Stone Quarry is good to have quicker and easier access to Stone which has great uses to building new buildings;;;;;;;;;;;x

feudal_university_1;Small Castle Library;;;;;;;;;;;x
feudal_university_2;Castle Library;;;;;;;;;;;x
feudal_university_3;Improved Castle Library;;;;;;;;;;;x
feudal_university_4;Expanded Castle Library;;;;;;;;;;;x
feudal_university_5;Grand Castle Library;;;;;;;;;;;x

feudal_university_desc;A Castle Library can be very educational and only affordable for the rich nobility or for merchants and rulers alike;;;;;;;;;;;x

feudal_windmill_1;Small Farm Windmill;;;;;;;;;;;x
feudal_windmill_2;Farm Windmill;;;;;;;;;;;x
feudal_windmill_3;Expanded Windmill;;;;;;;;;;;x
feudal_windmill_4;Reinforced Windmill;;;;;;;;;;;x
feudal_windmill_5;Multiple Windmills;;;;;;;;;;;x

feudal_windmill_desc;This Windmills is a great help for your Farms that you have already build. While this land is rich, it is wise to hence build this Windmill on your Farms;;;;;;;;;;;x

feudal_lumbermil_1;Unfinished Lumbermill;;;;;;;;;;;x
feudal_lumbermil_2;Small Lumbermill;;;;;;;;;;;x
feudal_lumbermil_3;Lumbermill;;;;;;;;;;;x
feudal_lumbermil_4;Expanded Lumbermill;;;;;;;;;;;x
feudal_lumbermil_5;Multiple Lumbermills;;;;;;;;;;;x

feudal_lumbermil_desc;A Lumbermill is a great way to collect Wood while making more space for future projects for the County, while making a small profit in the markets;;;;;;;;;;;x

feudal_mountain_fort_1;Military Mountain Camp;;;;;;;;;;;x
feudal_mountain_fort_2;Military Mountain Fort;;;;;;;;;;;x
feudal_mountain_fort_3;Military Mountain Fortress;;;;;;;;;;;x
feudal_mountain_fort_4;Expanded Mountain Fortress;;;;;;;;;;;x
feudal_mountain_fort_5;Fortified Mountain Fortress;;;;;;;;;;;x

feudal_mountain_fort_desc;A Mountain Fort is a great way to make use of these almost unusable mountains which their only benifit is to defend our armies durring battles, it would not be a bad idea to further exploit these mountains for our army;;;;;;;;;;;x

feudal_livestock_1;Small Livestock Farm;;;;;;;;;;;x
feudal_livestock_2;Livestock Farm;;;;;;;;;;;x
feudal_livestock_3;Improved Livestock Farm;;;;;;;;;;;x
feudal_livestock_4;Expanded Livestock Farm;;;;;;;;;;;x
feudal_livestock_5;Major Livestock Farm;;;;;;;;;;;x

feudal_livestock_desc;A Livestock Farm is a great way to feed our army and make a profit out of it. While we have these plain lands, we might aswell use it the best way we can while having our Farms;;;;;;;;;;;x

feudal_desert_camp_1;Unfinished Desert Camp;;;;;;;;;;;x
feudal_desert_camp_2;Desert Camp;;;;;;;;;;;x
feudal_desert_camp_3;Desert Camp Hub;;;;;;;;;;;x
feudal_desert_camp_4;Improved Desert Camp Hub;;;;;;;;;;;x
feudal_desert_camp_5;Major Desert Camp Hub;;;;;;;;;;;x

feudal_desert_camp_desc;A Desert Camp is another great way to get more units out of these nomadic travelers that have no purpose, perhaps we can give them a new purpose, which is to fight for us;;;;;;;;;;;x

ar_theocratic_cathedral_1;Religious Washing Grounds;;;;;;;;;;;x
ar_theocratic_pilgrim_stop_1;Pilgrim Resting Camp;;;;;;;;;;;x
ar_theocratic_religious_theater_1;Religious Theater;;;;;;;;;;;x
ar_theocratic_templar_armory_1;Religious Armory;;;;;;;;;;;x
ar_theocratic_christian_statues_1;Theocratic Training Ground;;;;;;;;;;;x

ar_republic_city_toll_1;City Entrance Toll;;;;;;;;;;;x
ar_republic_city_guard_headquarters_1;City Guard Headquarters;;;;;;;;;;;x
ar_republic_marketplace_1;City Market Place;;;;;;;;;;;x
ar_republic_caravansary_1;City Caravansary;;;;;;;;;;;x
ar_republic_gold_minter_1;City Gold Minter;;;;;;;;;;;x

ar_theocratic_cathedral_2;Religious Washing Grounds;;;;;;;;;;;x
ar_theocratic_pilgrim_stop_2;Pilgrim Resting Camp;;;;;;;;;;;x
ar_theocratic_religious_theater_2;Religious Theater;;;;;;;;;;;x
ar_theocratic_templar_armory_2;Religious Armory;;;;;;;;;;;x
ar_theocratic_christian_statues_2;Theocratic Training Ground;;;;;;;;;;;x

ar_republic_city_toll_2;City Entrance Toll;;;;;;;;;;;x
ar_republic_city_guard_headquarters_2;City Guard Headquarters;;;;;;;;;;;x
ar_republic_marketplace_2;City Market Place;;;;;;;;;;;x
ar_republic_caravansary_2;City Caravansary;;;;;;;;;;;x
ar_republic_gold_minter_2;City Gold Minter;;;;;;;;;;;x

ar_theocratic_cathedral_3;Religious Washing Grounds;;;;;;;;;;;x
ar_theocratic_pilgrim_stop_3;Pilgrim Resting Camp;;;;;;;;;;;x
ar_theocratic_religious_theater_3;Religious Theater;;;;;;;;;;;x
ar_theocratic_templar_armory_3;Religious Armory;;;;;;;;;;;x
ar_theocratic_christian_statues_3;Theocratic Training Ground;;;;;;;;;;;x

ar_republic_city_toll_3;City Entrance Toll;;;;;;;;;;;x
ar_republic_city_guard_headquarters_3;City Guard Headquarters;;;;;;;;;;;x
ar_republic_marketplace_3;City Market Place;;;;;;;;;;;x
ar_republic_caravansary_3;City Caravansary;;;;;;;;;;;x
ar_republic_gold_minter_3;City Gold Minter;;;;;;;;;;;x

ar_theocratic_cathedral_4;Religious Washing Grounds;;;;;;;;;;;x
ar_theocratic_pilgrim_stop_4;Pilgrim Resting Camp;;;;;;;;;;;x
ar_theocratic_templar_armory_4;Religious Armory;;;;;;;;;;;x
ar_theocratic_christian_statues_4;Theocratic Training Ground;;;;;;;;;;;x

ar_theocratic_cathedral_5;Religious Washing Grounds;;;;;;;;;;;x
ar_theocratic_pilgrim_stop_5;Pilgrim Resting Camp;;;;;;;;;;;x
ar_theocratic_templar_armory_5;Religious Armory;;;;;;;;;;;x
ar_theocratic_christian_statues_5;Theocratic Training Ground;;;;;;;;;;;x

ar_republic_city_toll_4;City Entrance Toll;;;;;;;;;;;x
ar_republic_city_guard_headquarters_4;City Guard Headquarters;;;;;;;;;;;x
ar_republic_marketplace_4;City Market Place;;;;;;;;;;;x
ar_republic_caravansary_4;City Caravansary;;;;;;;;;;;x
ar_republic_gold_minter_4;City Gold Minter;;;;;;;;;;;x

ar_republic_city_toll_5;City Entrance Toll;;;;;;;;;;;x
ar_republic_city_guard_headquarters_5;City Guard Headquarters;;;;;;;;;;;x
ar_republic_marketplace_5;City Market Place;;;;;;;;;;;x
ar_republic_caravansary_5;City Caravansary;;;;;;;;;;;x
ar_republic_gold_minter_5;City Gold Minter;;;;;;;;;;;x

ar_theocratic_cathedral_desc;This building serves as a place to wash yourself clean for prayer or in general and learning from the experience as in many religions this is important.;;;;;;;;;;;x
ar_theocratic_pilgrim_stop_desc; A welcoming resting camp for pilgrims, providing a place for spiritual reflection and respite on their journeys.;;;;;;;;;;;x
ar_theocratic_templar_armory_desc;An armory specializing in crafting armor for the skilled inhabitants that have experience or are a natural when it comes to wielding a weapon, ensuring they are well-equipped for their sacred duties.;;;;;;;;;;;x
ar_theocratic_christian_statues_desc;This serves as a training ground for when the holy place needs protection by using the inhabitants and preparing them for war.;;;;;;;;;;;x

ar_republic_city_toll_desc; A checkpoint at the city entrance collecting tolls, contributing to the city's revenue and upkeep.;;;;;;;;;;;x
ar_republic_city_guard_headquarters_desc; The central headquarters for the city guard, coordinating efforts to maintain law and order throughout the urban landscape.;;;;;;;;;;;x
ar_republic_marketplace_desc; A bustling marketplace at the heart of the city, facilitating trade, commerce, and vibrant economic activity.;;;;;;;;;;;x
ar_republic_caravansary_desc; A city caravansary providing a hub for travelers, merchants, and their caravans, fostering cultural exchange and trade.;;;;;;;;;;;x
ar_republic_gold_minter_desc; A facility dedicated to minting gold, contributing to the city's wealth and economic prosperity.;;;;;;;;;;;x

mercenary_guild_1;Wooden Mercenary Guild;;;;;;;;;;;x
mercenary_guild_2;Reinforced Mercenary Guild;;;;;;;;;;;x
mercenary_guild_3;Stone Mercenary Guild;;;;;;;;;;;x
mercenary_guild_4;Expanded Mercenary Guild;;;;;;;;;;;x
mercenary_guild_5;Chiseled Mercenary Guild;;;;;;;;;;;x

slaughterhouse_1;Wooden Slaugtherhouse;;;;;;;;;;;x
slaughterhouse_2;Small Slaugtherhouse;;;;;;;;;;;x
slaughterhouse_3;Slaugtherhouse;;;;;;;;;;;x
slaughterhouse_4;Expanded Slaugtherhouse;;;;;;;;;;;x
slaughterhouse_5;Big Slaugtherhouse;;;;;;;;;;;x

feudal_farm_1;Small Castle Farm;;;;;;;;;;;x
feudal_farm_2;Castle Farm;;;;;;;;;;;x
feudal_farm_3;Expanded Castle Farm;;;;;;;;;;;x
feudal_farm_4;Big Castle Farm;;;;;;;;;;;x
feudal_farm_5;Major Farm Sector;;;;;;;;;;;x

feudal_district_1;Wooden Housing District;;;;;;;;;;;x
feudal_district_2;Improved Housing District;;;;;;;;;;;x
feudal_district_3;Stone Housing District;;;;;;;;;;;x
feudal_district_4;Expanded Housing District;;;;;;;;;;;x
feudal_district_5;Chiseled Housing District;;;;;;;;;;;x

church_garden_1;Simple Church Garden;;;;;;;;;;;x
church_garden_2;Church Garden;;;;;;;;;;;x
church_garden_3;Expanded Church Garden;;;;;;;;;;;x
church_garden_4;Blooming Church Garden;;;;;;;;;;;x
church_garden_5;Flourising Church Garden;;;;;;;;;;;x

church_belltower_1;Wooden Church Belltower;;;;;;;;;;;x
church_belltower_2;Church Belltower;;;;;;;;;;;x
church_belltower_3;Stone Church Belltower;;;;;;;;;;;x
church_belltower_4;Expanded Church Belltower;;;;;;;;;;;x
church_belltower_5;Chiseled Church Belltower;;;;;;;;;;;x

church_archery_1;Wooden Church Archery;;;;;;;;;;;x
church_archery_2;Church Archery;;;;;;;;;;;x
church_archery_3;Stone Church Archery;;;;;;;;;;;x
church_archery_4;Expanded Church Archery;;;;;;;;;;;x
church_archery_5;Chiseled Church Archery;;;;;;;;;;;x

church_market_1;Simple Church Market;;;;;;;;;;;x
church_market_2;Church Market;;;;;;;;;;;x
church_market_3;Improved Church Market;;;;;;;;;;;x
church_market_4;Stone Church Market;;;;;;;;;;;x
church_market_5;Chiseled Church Market;;;;;;;;;;;x

hospital_sector_1;Simple Hospital Sector;;;;;;;;;;;x
hospital_sector_2;Hospital Sector;;;;;;;;;;;x
hospital_sector_3;Expanded Hospital Sector;;;;;;;;;;;x
hospital_sector_4;Big Hospital Sector;;;;;;;;;;;x
hospital_sector_5;Major Hospital Sector;;;;;;;;;;;x

theocracy_district_1;Wooden Housing District;;;;;;;;;;;x
theocracy_district_2;Improved Housing District;;;;;;;;;;;x
theocracy_district_3;Stone Housing District;;;;;;;;;;;x
theocracy_district_4;Expanded Housing District;;;;;;;;;;;x
theocracy_district_5;Chiseled Housing District;;;;;;;;;;;x

goods_merchant_1;Simple Goods Merchant Shop;;;;;;;;;;;x
goods_merchant_2;Goods Merchant Shop;;;;;;;;;;;x
goods_merchant_3;Improved Goods Merchant Shop;;;;;;;;;;;x
goods_merchant_4;Expanded Goods Merchant Shop;;;;;;;;;;;x
goods_merchant_5;Grand Goods Merchant Shop;;;;;;;;;;;x

ar_republic_barracks_1;Simple City Barracks;;;;;;;;;;;x
ar_republic_barracks_2;City Barracks;;;;;;;;;;;x
ar_republic_barracks_3;Improved City Barracks;;;;;;;;;;;x
ar_republic_barracks_4;Expanded City Barracks;;;;;;;;;;;x
ar_republic_barracks_5;Reinforced City Barracks;;;;;;;;;;;x

ar_republic_archery_1;Simple City Archery;;;;;;;;;;;x
ar_republic_archery_2;City Archery;;;;;;;;;;;x
ar_republic_archery_3;Improved City Archery;;;;;;;;;;;x
ar_republic_archery_4;Expanded City Archery;;;;;;;;;;;x
ar_republic_archery_5;Reinforced City Archery;;;;;;;;;;;x

merchant_forum_1;Simple Merchant Forum;;;;;;;;;;;x
merchant_forum_2;Merchant Forum;;;;;;;;;;;x
merchant_forum_3;Expanded Merchant Forum;;;;;;;;;;;x
merchant_forum_4;Stone Merchant Forum;;;;;;;;;;;x
merchant_forum_5;Chiseled Merchant Forum;;;;;;;;;;;x

merchant_inn_1;Wooden Merchant Inn;;;;;;;;;;;x
merchant_inn_2;Merchant Inn;;;;;;;;;;;x
merchant_inn_3;Improved Merchant Inn;;;;;;;;;;;x
merchant_inn_4;Stone Merchant Inn;;;;;;;;;;;x
merchant_inn_5;Chiseled Merchant Inn;;;;;;;;;;;x

republic_district_1;Wooden Housing District;;;;;;;;;;;x
republic_district_2;Improved Housing District;;;;;;;;;;;x
republic_district_3;Stone Housing District;;;;;;;;;;;x
republic_district_4;Expanded Housing District;;;;;;;;;;;x
republic_district_5;Chiseled Housing District;;;;;;;;;;;x

trade_route_market_1;Small Trade Route Market;;;;;;;;;;;x
trade_route_market_2;Trade Route Market;;;;;;;;;;;x
trade_route_market_3;Reinforced Trade Route Market;;;;;;;;;;;x

trade_route_farm_1;Small Trade Route Farm;;;;;;;;;;;x
trade_route_farm_2;Trade Route Farm;;;;;;;;;;;x
trade_route_farm_3;Reinforced Trade Route Farm;;;;;;;;;;;x

wool_merchant_1;Simple Wool Merchant Shop;;;;;;;;;;;x
wool_merchant_2;Wool Merchant Shop;;;;;;;;;;;x
wool_merchant_3;Improved Wool Merchant Shop;;;;;;;;;;;x

trade_route_guard_1;Simple Trade Route Guard;;;;;;;;;;;x
trade_route_guard_2;Trade Route Guard;;;;;;;;;;;x
trade_route_guard_3;Reinforced Trade Route Guard;;;;;;;;;;;x

tr_marble_merchant_1;Small Marble Merchant Shop;;;;;;;;;;;x
tr_marble_merchant_2;Marble Merchant Shop;;;;;;;;;;;x
tr_marble_merchant_3;Improved Marble Merchant Shop;;;;;;;;;;;x

tr_spice_merchant_1;Small Spice Merchant Shop;;;;;;;;;;;x
tr_spice_merchant_2;Spice Merchant Shop;;;;;;;;;;;x
tr_spice_merchant_3;Expanded Spice Merchant Shop;;;;;;;;;;;x

tr_road_1;Simple Trade Route Road;;;;;;;;;;;x
tr_road_2;Trade Route Road;;;;;;;;;;;x
tr_road_3; Expanded Trade Route Road;;;;;;;;;;;x

tr_jewelry_merchant_1;Small Jewelry Merchant Shop;;;;;;;;;;;x
tr_jewelry_merchant_2;Jewelry Merchant Shop;;;;;;;;;;;x
tr_jewelry_merchant_3;Expanded Jewelry Merchant Shop;;;;;;;;;;;x

study_room_1;Study Area;;;;;;;;;;;x
wishing_well_1;Wishing Well;;;;;;;;;;;x
hospital_theatre_1;Simple Theatre;;;;;;;;;;;x

study_room_desc;Besides having an Academy and a Library. It could also be handy to have a place for students to go where they are allowed to talk more freely, while in a Library, talking usually is not allowed;;;;;;;;;;;x
wishing_well_desc;There are many patients, sometimes they perhaps have wishes that they want to see come true. Therefore there is this Wishing Well where they can wish whatever they want. Who knows, maybe it will come out one day;;;;;;;;;;;x
hospital_theatre_desc;It can be sad and grim in a Hospital with many having major complications and are maybe even being tormented by it. In order to distract those that are doing bad mentally or physically, there is this small yet enjoyable Theatre where they can have fun with the many stories told by the performers.;;;;;;;;;;;x

tr_spice_merchant_1_desc;This Shop has been built after a Merchant figured to set it up while having a surplus of Spices that came from Far Asia all the way to here.;;;;;;;;;;;x
tr_road_1_desc;In order for Merchants to have a easier time traveling, these roads are made for that purpose and to also ensure faster and safer travel;;;;;;;;;;;x
tr_jewelry_merchant_1_desc;This Shop has been built by a Merchant that has all kinds of valuable Jewelry that are quite valuable and only ever affordable by the Nobility or rich Merchants that pass this Trade Route;;;;;;;;;;;x

knight_guild_1_desc;Solders that have fought many wars and that either need a break or retired veterans that need a place to go can visit this Knight's Guild. Here these brave soldiers can rest, talk about their experience and even train. A ideal place to inspire people, let the soldiers rest for their next war or even rehire veterans that still are willing to fight.;;;;;;;;;;;x
mercenary_guild_1_desc;There are also those that are seeking a more flexible way of fighting wars without being tied to a King. These kind of brave men can therefore visit the Mercenary Guild to become a Mercenary or even as small as a Personal Guard's Soldier for someone. This ensures that soldiers are on the market to be hired from for the people that has the coin, to Nobility and perhaps even Kings and Emperors.;;;;;;;;;;;x
horse_breeder_1_desc;An army cannot properly function without cavalry, and horses do not fall out of the sky. Hence the role of this Horse Breeder is to produce the finest horses that are also trained and ready for war or for fast travel;;;;;;;;;;;x
slaughterhouse_desc;Meat is a important meal and for those that can afford it need somewhere to buy it from. That is where the Slaugherhosue comes in, it is built to provide especially the Nobility and even the Lord of these lands to provide delicious meat;;;;;;;;;;;x
feudal_farm_desc;It is very wise as a lord to construct your own Farm, therefore you are not relied on Merchants or goods that come from elsewhere. This is especially usefull in the state of a crisis of a besieging, where food is critical.;;;;;;;;;;;x
feudal_district_desc;The peasantry obviously needs a place to live and rest, hence why these houses are put to place. So the Peasantry can afford shelter and a place to make their food and live life.;;;;;;;;;;;x

church_garden_desc;In order to make a Church realy stand out, one of the things that the Monks do is take care of Nature and this garden;;;;;;;;;;;x
church_belltower_desc;Besides the usefullness to call people to prayer, it is also a great way to gather arround your soldiers that protect this church;;;;;;;;;;;x
church_archery_desc;a Church has to be prepared for anyone that means harm, from raiders to an enemy army. Therefore it is usefull to have Archers that can shoot from far away;;;;;;;;;;;x
church_market_desc;Besides the Monastical duties, the Church has to also somehow make their income. This can be done in the market where the fruits and other food can be sold that has been harvested from the Church Market;;;;;;;;;;;x
hospital_sector_desc;As a Church needs to take care for those that cant take of themselfs. It is realy usefull to have this Hospital Sector, it is also handy to supress any possible diseases;;;;;;;;;;;x
theocracy_district_desc;It is a duty of a Church to provide housing to the poor and needy, hence why these houses are put to place. So the Peasantry can afford shelter and a place to make their food and live life.;;;;;;;;;;;x
goods_merchant_desc;One thing the Peasantry and even the Nobility needs is general goods. Therefore this Merchant has opened his store within this City to sell these goods to the people for a profit of course;;;;;;;;;;;x
