
coallition_expelled;Defeated Ruler;;;;;;;;;x
coallition_expelled_desc;This Character has recently tried to fight a ruler that has conquered far and wide, yet failed to defeat this ruler and had to surrender his arms and is affraid of anymore retaliation for now...;;;;;;;;;x

umayyad_peace;Restored Order in Spain;;;;;;;;;x
cordoba_renovations;Renovated Mosque of Cordoba;;;;;;;;;x

warrior_order_holder;Ruler of the Order;;;;;;;;;x
warrior_order_holder_desc;This character rules over a Military Order;;;;;;;;;x

war_cooldown;War Exhaustion;;;;;;;;;x
war_cooldown_desc;This character recently has declared a war in which it exhausted the character. Making him have to plan new campagins while having to manage this newly aquired land.;;;;;;;;;x

prosper_ambition_modifier;Prospering Realm;;;;;;;;;x
prosper_ambition_modifier_desc;This character has taken care of his realm and is now enjoying the benifits.;;;;;;;;;x

take_gold_merc_cd;Recently siphoned Mercenary Gold;;;;;;;;;x
take_gold_merc_cd_desc;This character recently took some gold from one of their Mercenary Companies;;;;;;;;;x

horde_succession;Nomadic Instability;;;;;;;;;x
horde_succession_desc;As a Nomadic Ruler, you are able to conquer far and wide while raiding your neighbours for loot to bring back to your encampment. However this does not mean that being a Nomad is easy. Besides Warfare, there is the matter of Diplomacy and managing your Clans. The Death of the ruler of these lands always bring oppertunity since it brings much more trouble than Feudal realms.;;;;;;;;;x

feudal_succession;Realm Instability;;;;;;;;;x
feudal_succession_desc;As a Feudal Ruler, you are responsible to rule your lands and grow it ever so strong. This however could be a unpopulair ambition in your first few years of ruling. Having a new ruler on a throne can be discomforting to your subjects that are not used of your regin and are perhaps growing ambitious to cause chaos to destabilize ur realm.;;;;;;;;;x

recently_created_merc;Recently created Mercenary Band;;;;;;;;;x
recently_created_merc_desc;This character has recently released a Mercenary Band;;;;;;;;;x

develop_cooldown;Recently Developed County;;;;;;;;;x
develop_cooldown_desc;This character has recently developed one of their counties.;;;;;;;;;x

developed_county_tax_1;Economicaly Low Developed;;;;;;;;;x
developed_county_tax_2;Economicaly Low Developed;;;;;;;;;x
developed_county_tax_3;Economicaly Low Developed;;;;;;;;;x
developed_county_tax_4;Economicaly Normal Developed;;;;;;;;;x
developed_county_tax_5;Economicaly Normal Developed;;;;;;;;;x
developed_county_tax_6;Economicaly Normal Developed;;;;;;;;;x
developed_county_tax_7;Economicaly Normal Developed;;;;;;;;;x
developed_county_tax_8;Economicaly High Developed;;;;;;;;;x
developed_county_tax_9;Economicaly High Developed;;;;;;;;;x
developed_county_tax_10;Economicaly High Developed;;;;;;;;;x
developed_county_tax_desc;This county has been developed by investing Gold into its people and its infrastructure.;;;;;;;;;x

developed_county_army_1;Militarily Low Developed;;;;;;;;;x
developed_county_army_2;Militarily Low Developed;;;;;;;;;x
developed_county_army_3;Militarily Low Developed;;;;;;;;;x
developed_county_army_4;Militarily Normal Developed;;;;;;;;;x
developed_county_army_5;Militarily Normal Developed;;;;;;;;;x
developed_county_army_6;Militarily Normal Developed;;;;;;;;;x
developed_county_army_7;Militarily Normal Developed;;;;;;;;;x
developed_county_army_8;Militarily High Developed;;;;;;;;;x
developed_county_army_9;Militarily High Developed;;;;;;;;;x
developed_county_army_10;Militarily High Developed;;;;;;;;;x
developed_county_army_desc;This county has been developed by investing Gold into the military.;;;;;;;;;x

depleated_realm;Units sent to Mercenary Band;;;;;;;;;x
depleated_realm_desc;This county is dealing with a lowered amount of levies and needs time to find new recruits, since some of them got sent to the Mercenary Company.;;;;;;;;;x

learned_failed_hunt;Lessons from the Failed Hunt;;;;;;;;;x
learned_failed_hunt_desc;This Character is learning from his mistakes on his recent Hunt;;;;;;;;;x

zoro_gahs_reward;Preformed Gahs;;;;;;;;;x
zoro_gahs_reward_desc;This character preformed in the celebration Gahs;;;;;;;;;x

finished_tournament_holder;Held a Epic Tournament;;;;;;;;;x
finished_tournament_holder_desc;This Character recently held a Epic Tournament and made his realm very happy.;;;;;;;;;x

finished_feast_holder;Held a Feast;;;;;;;;;x
finished_feast_holder_desc;This Character recently held a Feast and made his guests and himself very happy.;;;;;;;;;x

finished_fair_holder;Held a Summer Fair;;;;;;;;;x
finished_fair_holder_desc;This Character recently held a Summer Fair and made his subjects happy.;;;;;;;;;x

finished_hunt_holder;Held a Hunt;;;;;;;;;x
finished_hunt_holder_desc;This Character recently held a Hunt and made his friends happy.;;;;;;;;;x

crowned_byzantines;Crowned by the Byzantine Empire;;;;;;;;;x
crowned_byzantines_desc;The Byzantine Emperor with the blessing of the Ecumenical Patriarch has crowned the Western Roman Emperor;;;;;;;;;x

unify_isl;Islamic Authority of the Caliph;;;;;;;;;;;;;x

baron_destroyed;Demolished Settlement;;;;;;;;;;x
baron_destroyed_desc;Recently, a settlement has been destroyed here which left its citizens without any housing and are currently scattered arround the area, trying to settle elsewhere.;;;;;;;;;;x

rome_crisis_1;Economic Western Roman Turmoil;;;;;;;;;;;;;x
rome_crisis_2;Western Roman Corrupt Bureaucracy;;;;;;;;;;;;;x
rome_crisis_3;Shattered Western Roman Army;;;;;;;;;;;;;x

rome_crisis_1_desc;For a while, our economy has not been the best. We have inflated our economy too much by flooding too many coins, while the quallity of our coins dropped too which also put a dent on the value. This along with many more expenses puts our economy close to bankrupcy.;;;;;;;;;;;;;x
rome_crisis_2_desc;The greed of our nobiliy has been plauging the empire for decades now. The people are suffering because the nobiliy will only have slaves as workers, as well as their unpredictabiliy, they could be plotting to overthrow the Emperor and or the whole Roman Empire into chaos. This is why the Roman Emperors are easily influenced like a puppet.;;;;;;;;;;;;;x
rome_crisis_3_desc;Troughout the lifetime the Roman Empire, it has seen many battles and wars, however for the last few decades we have started to be more relient on Germanic Mercenaries and from other regions of the world, instead of our own Roman men. This could be a potential danger to bribing, deserting or siding with the enemy. These undisciplined Germans could be the end of us if we dont stop this.;;;;;;;;;;;;;x

rome_crisis_help;Britania Abandoned;;;;;;;;;;;;;x
rome_crisis_help_desc;After this character abandoned the Roman Province Britania, the bureaucracy has became a little more easier since we do not have to govern a whole province anymore. However, this only gives the character a small bit of time before the bureaucracy gets filled with more issues that will come at hand.;;;;;;;;;;;;;x

umayyad_curse_1;Economic Umayyad Turmoil;;;;;;;;;;;;;x
umayyad_curse_2;Umayyadian Corrupt Bureaucracy;;;;;;;;;;;;;x
umayyad_curse_3;Shattered Umayyadian Army;;;;;;;;;;;;;x

umayyad_curse_1_desc;After the Islamic Golden Age, the Umayyads took a big toll with their Economy. Both the Administration and the Economy of the Empire needs reforming. If we continue with this path, the downfall of the Umayyads will not be long.;;;;;;;;;;;;;x
umayyad_curse_2_desc;After the Old Generation of the Umayyadian Conquerers. Many of the nobility and the vassals within this realm are starting to have ambitious toughts to be free while we continously employ those that has no experience and only brings us problems with our neighbours.;;;;;;;;;;;;;x
umayyad_curse_3_desc;The army is still scarred from the Umayyad invasion of Gaul. While this crisis is going on, the army also has its problems. We will have to reorganize fast, otherwise the Spannish of the North will see this turmoil as a oppertunity to expand their influence towards us.;;;;;;;;;;;;;x

abbasid_curse_1;Economic Abbasid Turmoil;;;;;;;;;;;;;x
abbasid_curse_2;Abbasid Corrupt Bureaucracy;;;;;;;;;;;;;x
abbasid_curse_3;Shattered Abbasid Army;;;;;;;;;;;;;x

abbasid_curse_1_desc;After the Islamic Golden Age, the Abbasids took a big toll with their Economy. Both the Administration and the Economy of the Empire needs reforming. If we continue with this path, the downfall of the Abbasids will not be long.;;;;;;;;;;;;;x
abbasid_curse_2_desc;After the Old Generation of the Abbasid Conquerers. Many of the nobility and the vassals within this realm are starting to have ambitious toughts to be free while we continously employ those that has no experience and only brings us problems with our neighbours.;;;;;;;;;;;;;x
abbasid_curse_3_desc;After many Abbasidian Turmoil, the army is left weak. While this crisis is going on, the army also has its problems. We will have to reorganize fast, otherwise the Turks will see this turmoil as a oppertunity to expand their influence towards us.;;;;;;;;;;;;;x

decadent_value_0;No Decadence;;;;;;;;;;;;;x
decadent_value_15;Slightly Decadent;;;;;;;;;;;;;x
decadent_value_25;Average Decadence;;;;;;;;;;;;;x
decadent_value_35;Decadent;;;;;;;;;;;;;x
decadent_value_55;Alarmingly Decadent;;;;;;;;;;;;;x
decadent_value_75;Dangerously Decadent;;;;;;;;;;;;;x
decadent_value_95;Purely Decadent;;;;;;;;;;;;;x

realm_nerf_0;Tiny Realm;;;;;;;;;;;;;x
realm_nerf_1;Small Realm;;;;;;;;;;;;;x
realm_nerf_2;Normal Realm;;;;;;;;;;;;;x
realm_nerf_3;Big Realm;;;;;;;;;;;;;x
realm_nerf_4;Huge Realm;;;;;;;;;;;;;x
realm_nerf_5;Extended Realm;;;;;;;;;;;;;x
realm_nerf_6;Unstable Realm;;;;;;;;;;;;;x
realm_nerf_7;Uncomprehensable Realm;;;;;;;;;;;;;x
realm_nerf_8;Overextended Realm;;;;;;;;;;;;;x

pleased_satraps;Released Autonomous Satrap;;;;;;;;;;;;;x
recently_released_satrap;Greatfull Satrap;;;;;;;;;;;;;x

realm_nerf_0_desc;This realm is so small that no administrative issues occur. Because of this, the monarch of this realm manages the administration himself having full and direct control and vision over his realm. Things soon can change if he conquers even the smallest bit of land.;;;;;;;;;;;;;x
realm_nerf_1_desc;Whether this character lost much land or recently became a poper monarch. It seems that despite holding on to a small bit of land, managing this land is a cakewalk and is able to get many benefits out of this small administration.;;;;;;;;;;;;;x
realm_nerf_2_desc;This Character holds and average amount of land as a monarch.;;;;;;;;;;;;;x
realm_nerf_3_desc;This Character went its way to conquer a small bit of land as a monarch.;;;;;;;;;;;;;x
realm_nerf_4_desc;This Character conquererd even more land than any average realm as a monarch.;;;;;;;;;;;;;x
realm_nerf_5_desc;As this character conquers more and more land, the effects of holding vast amounts of land is slightly starting to show.;;;;;;;;;;;;;x
realm_nerf_6_desc;As this character keeps conquering even more land, it is starting to be a problem for the Council.;;;;;;;;;;;;;x
realm_nerf_7_desc;Controling too much land can prove to be difficult and bound to cause problems, this very well be the case as the Council cannot keep up anymore and they try their best at this point.;;;;;;;;;;;;;x
realm_nerf_8_desc;This character truly overextended his realm to the limit and beyond. Despite the problems this character is facing, he never stops conquering and there for pays the price. The Council is in shambles, the realm is revolting left and right, tax is barely coming in and much more.;;;;;;;;;;;;;x

icon_spenta_mainyu;Devotion to Spenta Mainyu;;;;;;;;;;;;;x
icon_asha;Devotion to Asha;;;;;;;;;;;;;x
icon_vohoo_manah;Devotion to Vohoo Manah;;;;;;;;;;;;;x
icon_kshathra;Devotion to Kshathra;;;;;;;;;;;;;x
icon_armaiti;Devotion to Armaiti;;;;;;;;;;;;;x
icon_haurvatat;Devotion to Haurvatat;;;;;;;;;;;;;x

dragon_exhausted;Exhausted Dragon;;;;;;;;;;;;;x
dragon_exhausted_desc;This character has recently used its dragon for war and is now exhausted for a little bit.;;;;;;;;;;;;;x

fire_shirne;Small Fire Shrine;;;;;;;;;;;;;x
fire_shirne_desc;It is important for a Zoroastrian Follower to have a small shrine in their home to pray for and to ignite the fire for Ahura Mazda.;;;;;;;;;;;;;x

icon_spenta_mainyu_desc;Spenta Mainyu, or the spirit or wisdom of Spenta, represents life and the embodiment of goodness and light. In Zoroastrian mythology, he is the protector of all things and beings; from the sky, to the water, earth, plants, and children who have not yet been born.;;;;;;;;;;;;;x
icon_asha_desc;The created world is a constant battlefield between the forces of Asha and Druj, opposite manifestations seen as truth and lies. Asha or Asha Vahishta has a broad meaning and is one of the essential concepts in the Zoroastrian religion.;;;;;;;;;;;;;x
icon_vohoo_manah_desc;Good words and good deeds come from good thoughts, which are inspired by Vohoo Manah, one of the first creations of Ahura Mazda.;;;;;;;;;;;;;x
icon_kshathra_desc;This Holy Immortal seems to be the embodiment of a warrior because his primary duty is to guard metals. The duty of supporting the poor and needy has been assigned to Kshathra Vairya. The literal meaning of this expression is “desired mayor” or “ideal country” and it is closely related to the concept of good thought.;;;;;;;;;;;;;x
icon_armaiti_desc;In the Avesta, Shathra is referred to as “the eternal realm of Ahura Mazda,” “the indestructible land,” and “the path to heaven.” But war myths in Zoroastrian Iran have gone through deep transformations. Later in time, his role changed.;;;;;;;;;;;;;x
icon_haurvatat_desc;Armaiti is the guardian and goddess of the green earth and a sign of fertility and childbirth. She is considered the very old goddess of Esfand, the last month in the Iranian calendar.;;;;;;;;;;;;;x

icon_john_climatus;Icon of Saint John;;;;;;;;;;;;;x
icon_michael;Icon of Saint Michael;;;;;;;;;;;;;x

icon_nicholas;Icon of Saint Nicholas;;;;;;;;;;;;;x
icon_gabriel;Icon of Gabriel;;;;;;;;;;;;;x

icon_jesus;Icon of Christ;;;;;;;;;;;;;x
icon_satan;Icon of the Fallen Angel;;;;;;;;;;;;;x

icon_john_climatus_desc;This character has chosen its devotion to the Icon of Saint John;;;;;;;;;;;;;x
icon_michael_desc;This character has chosen its devotion to the Icon of Saint Michael;;;;;;;;;;;;;x

icon_nicholas_desc;This character has chosen its devotion to the Icon of Saint Nicholas;;;;;;;;;;;;;x
icon_gabriel_desc;This character has chosen its devotion to the Icon of Gabriel;;;;;;;;;;;;;x

icon_jesus_desc;This character has chosen its devotion to the Icon of Jesus Christ;;;;;;;;;;;;;x
icon_satan_desc;This character has chosen its devotion to the Icon of Satan, the Fallen Angel of Heaven;;;;;;;;;;;;;x

papal_inheritance;Papal Inheritance;;;;;;;;;;;x
papal_inheritance_desc;Like any ruler with their courtiers and vassals, the Pope suffers from this same problem. Despite the Pope being elected by the majority, this does not mean that the other Cardinals will be that pleased. Besides, the Pope also has it's vassals too that could not be pleased by the outcome aswell.;;;;;;;;;;;x

god_kingdom_holder;Holder of God's Kingdom;;;;;;;;;;;x
god_kingdom_holder_desc;The ruler of this realm is recognized as the divinely appointed custodian of God's Kingdom. This prestigious title bestows upon them a sense of divine authority and respect among their subjects. The holder is believed to have a sacred duty to govern with wisdom and righteousness, ensuring the prosperity and spiritual well-being of their realm.;;;;;;;;;;;x

blessing_from_pope;Papal Blessing;;;;;;;;;;;x
blessing_from_pope_desc;This Boon has been granted by the Pope as a blessing towards this character for its loyalty to the Holy See and to Christianity;;;;;;;;;;;x

displeased_papacy;Rejected the Holy See;;;;;;;;;;;x
displeased_papacy_desc;This character has angered the Papacy after the Papacy sent this character an envoy to enforce Papal Investiture and refused.;;;;;;;;;;;x
papal_gratitude;Papal Gratitude;;;;;;;;;;;x
papal_gratitude_desc;The Papacy and the Holy See are greatfull for this character for enacting Papal Investiture after they have recieved this request from the Pope.;;;;;;;;;;;x

already_asked_blessing;Already asked Papal Blessing;;;;;;;;;;;x
already_asked_blessing_desc;This character has already asked a Papal Blessing from the Pope;;;;;;;;;;;x

recently_reinforced;Recently Reinforced Army;;;;;;;;;;x
recently_reinforced_desc;This province got recently mobilized and left the city unattended and undefended and so unarmed;;;;;;;;;;x

scorched_earth;Scorched Earth;;;;;;;;;;x
scorched_earth_desc;We can choose to burn this province to the ground so that the enemy may not take advantage of it, but there is a great cost for doing something inhumane like this;;;;;;;;;;x

province_burner;Recently Scorched Earth;;;;;;;;;;x
province_burner_desc;This Character has raized his own provinces before, in which his subjects are furrious by this;;;;;;;;;;x

ar_scorched_earth_penalty;Decimated Province;;;;;;;;;;x
ar_scorched_earth_penalty_desc;Because of the Scorched Earth that was caused on this province, it suffers greatly and therefore has no men or money left for this province to function;;;;;;;;;;x

pirate_den;Pirate Port;;;;;;;;;;;;;x

dutch_stock_market;Stock Exchange of Amsterdam;;;;;;;;;;x
dutch_stock_market_desc;Right after the formation of the Dutch Republic, in order to keep the Trade and Prosperity high. The Dutch created the Stock Exchange of Amsterdam;;;;;;;;;;x

dutch_armory;Grand Dutch Armory;;;;;;;;;;x
dutch_armory_desc;Right after the formation of the Dutch Kingdom, in order to keep our enemies out while we are week. The Dutch created this Grand Dutch Armory;;;;;;;;;;x

polder_expansion;Dutch Polder Expansion;;;;;;;;;;x
polder_expansion_desc;The Polders in the Netherlands always had a significant history for the Trade in the lands and so an expansion to of the Polders would not be a bad idea;;;;;;;;;;x

polder_fortification;Dutch Polder Fortification;;;;;;;;;;x
polder_fortification;The Polders in the Netherlands always had a significant history for the Trade in the lands and so establishing fortification to the Polders would not be a bad idea;;;;;;;;;;x

kurdish_heart_world;Heart of the World;;;;;;;;;;;x
kurdish_heart_world_desc;O history, either I will adorn you with freedom, or I will consider you as I have not lived you;;;;;;;;;;;x

hre_curse_1;Problematic Imperial Administration;;;;;;;;;;;;;x
hre_curse_2;Infamous Imperial Empire;;;;;;;;;;;;;x
hre_curse_3;Disorganized Imperial Army;;;;;;;;;;;;;x
hre_curse_4;Imperial Clergy Unhappy;;;;;;;;;;;;;x

hre_curse_1_desc;After the death of Louis. The Empire's Administration is thrown into disarray. This can only be fixed if the current ruler starts taking action.;;;;;;;;;;;;;x
hre_curse_2_desc;With the loss of Louis, the new ruler has not as big of a reputation as Louis had. Diplomacy can there fore be troubling;;;;;;;;;;;;;x
hre_curse_3_desc;The Imperial Army is not happy with the current ruler as they were loyal to Louis only. After his death, the whole Empire including the Army expected to finally be free and return to their own Kingdoms, but this isnt the case.;;;;;;;;;;;;;x
hre_curse_4_desc;It seems that the Clergy of the Holy Roman Empire are not happy with the current ruler. Louis the Pious was known to be a true Christian follower. However since Louis is not arround anymore and with the current Crisis going on. The Clergy also is not satisfied with the current sittuation;;;;;;;;;;;;;x

hre_crisis_reward;New Imperial Administration;;;;;;;;;;;;;x
hre_crisis_reward_desc;After resolving our Imperial Crisis, we can confidently say that we have finally finished our internal struggles and therefore a new empire has born with a new way of administrating its realm;;;;;;;;;;;;;x

ar_republic_bonus;Republican Boon;;;;;;;;;;;x

byz_dejure_cb_cooldown;Byzantine Reclaim Cooldown;;;;;;;;;;;;;x
angevin_fervor;Angevin Fervor;;;;;;;;;;;;;x
focusing_on_wl;Warrior Lodge Learning Training;;;;;;;;;;;;;x
focusing_on_wl_stewardship;Warrior Lodge Stewardship Training;;;;;;;;;;;;;x
focusing_on_wl_diplo;Warrior Lodge Diplomacy Training;;;;;;;;;;;;;x
focusing_on_wl_intrigue;Warrior Lodge Intrigue Training;;;;;;;;;;;;;x
studying_quran;Studying the Quran;;;;;;;;;;;;;x
studied_old_text;Studied Old Text;;;;;;;;;;;;;x
scholarly_discussion;Scholarly Discussions;;;;;;;;;;;;;x
field_work;Field Work;;;;;;;;;;;;;x
lessons_of_war;Lessons of War;;;;;;;;;;;;;x

plc_jew_effect;§GPeriodically attract Jews to your court§!;;;;;;;;;;;;;x
lithuanian_opinion;Lithuanian Opinion;;;;;;;;;;;;;x
ibadi_opinion;Ibadi Opinion;;;;;;;;;;;;;x

celtic_hero;Usurper of the Holy See;;;;;;;;;;;;;x
celtic_hero_desc;This Character has won the great Holy Civil War against the Holy See and has usurped the Papacy from its throne in Rome to install the Insular Church instead;;;;;;;;;;;;;x

reward_varingian;Spoils of War from the Byzantines;;;;;;;;;;;;;x
reward_varingian_desc;These are the spoils of war that your soldiers have brought you from the great war against the §YByzantine Empire§!;;;;;;;;;;;;;x

varingian_boon;Varingian Prosperity Efforts;;;;;;;;;;;;;x
varingian_boon_desc;Instead of Invading the Byzantines, the Varingian Empire have instead chosen to build up the land they have recently conquered and to make their home a land of prosperity for the future generations to come;;;;;;;;;;;;;x

recently_set_colony;Recently Established Colony;;;;;;;;;;;;;x
recently_set_colony_desc;This character recently established a Nordic Colony. It takes alot of time and effort to Establish a Nordic Colony and so we need time to reestablish a new one;;;;;;;;;;;;;x

north_sea_boon;Noridc Prosperity Efforts;;;;;;;;;;;;;x
north_sea_boon_desc;It seems that the North Sea Empire has abandoned their efforts to Invade the Holy Roman Empire and choose to instead develop their own lands;;;;;;;;;;;;;x
